Date,BTG_Open_average,BTG_Open_max,BTG_Open_min,BTG_Open_volatility,BTG_Open_change,BTG_High_average,BTG_High_max,BTG_High_min,BTG_High_volatility,BTG_High_change,BTG_Low_average,BTG_Low_max,BTG_Low_min,BTG_Low_volatility,BTG_Low_change,BTG_Close_average,BTG_Close_max,BTG_Close_min,BTG_Close_volatility,BTG_Close_change,BTG_Volume_average,BTG_Volume_max,BTG_Volume_min,BTG_Volume_volatility,BTG_Volume_change
2018-01-14,3.126,3.18,3.07,0.11000000000000032,-0.0900000000000003,3.146,3.21,3.08,0.1299999999999999,-0.1200000000000001,3.072,3.14,3.02,0.1200000000000001,-0.1200000000000001,3.09,3.19,3.02,0.16999999999999993,-0.16999999999999993,403661,618857,219440,399417,-276089
2018-01-21,3.188,3.3,3.02,0.2799999999999998,0.18000000000000016,3.234,3.3,3.19,0.10999999999999988,0.010000000000000231,3.09,3.18,3.0,0.18000000000000016,0.029999999999999805,3.142,3.24,3.03,0.2100000000000004,-0.1200000000000001,705616,1014831,401696,613135,358877
2018-01-28,3.022,3.08,2.94,0.14000000000000012,-0.14000000000000012,3.057,3.1,3.0,0.10000000000000009,-0.10000000000000009,2.945,3.01,2.91,0.09999999999999964,-0.06999999999999984,2.992,3.07,2.93,0.13999999999999968,-0.020000000000000018,493417,687748,327786,359962,-159616
2018-02-04,2.826,2.94,2.75,0.18999999999999995,-0.18999999999999995,2.902,2.95,2.86,0.0900000000000003,-0.020000000000000018,2.7479999999999998,2.8,2.66,0.13999999999999968,-0.04999999999999982,2.81,2.92,2.71,0.20999999999999996,0.1200000000000001,521730,843514,202637,640877,-420216
2018-02-11,2.99,3.08,2.89,0.18999999999999995,0.10999999999999988,3.045,3.09,2.95,0.13999999999999968,0.10999999999999988,2.89,2.97,2.85,0.1200000000000001,0.029999999999999805,2.98,3.06,2.89,0.16999999999999993,0.020000000000000018,279755,494877,153515,341362,341362
2018-02-18,2.926,3.06,2.85,0.20999999999999996,0.20999999999999996,3.014,3.15,2.91,0.23999999999999977,0.23999999999999977,2.91,3.04,2.85,0.18999999999999995,0.18999999999999995,2.964,3.15,2.85,0.2999999999999998,0.2999999999999998,177583,219107,124926,94181,-57608
2018-02-25,3.036,3.13,2.93,0.19999999999999973,-0.11000000000000032,3.0709999999999997,3.13,3.01,0.1200000000000001,-0.11500000000000021,2.948,3.0,2.9,0.10000000000000009,-0.07000000000000028,2.98,3.05,2.9,0.1499999999999999,-0.08000000000000007,277640,331911,207599,124312,124312
2018-03-04,2.922,2.97,2.86,0.11000000000000032,-0.07000000000000028,2.958,3.02,2.91,0.10999999999999988,-0.10999999999999988,2.886,2.95,2.85,0.10000000000000009,-0.10000000000000009,2.924,2.99,2.88,0.11000000000000032,-0.11000000000000032,154945,218616,116858,101758,84874
2018-03-11,2.9,2.93,2.88,0.050000000000000266,0.020000000000000018,2.928,2.96,2.9,0.06000000000000005,-0.020000000000000018,2.832,2.91,2.73,0.18000000000000016,-0.10999999999999988,2.872,2.95,2.75,0.20000000000000018,-0.14000000000000012,1874075,8092265,194982,7897283,201573
2018-03-18,2.7720000000000002,2.83,2.74,0.08999999999999986,0.029999999999999805,2.796,2.83,2.76,0.07000000000000028,0.040000000000000036,2.726,2.755,2.7,0.054999999999999716,0.04499999999999993,2.756,2.8,2.71,0.08999999999999986,0.08999999999999986,174184,250368,140197,110171,-9416
2018-03-25,2.7275,2.76,2.69,0.06999999999999984,0.009999999999999787,2.7625,2.795,2.72,0.07499999999999973,-0.015000000000000124,2.705,2.74,2.66,0.08000000000000007,0.010000000000000231,2.7325,2.77,2.68,0.08999999999999986,0.020000000000000018,276232,414196,184080,230116,-143842
2018-04-01,2.7119999999999997,2.76,2.64,0.11999999999999966,-0.06999999999999984,2.741,2.77,2.695,0.07500000000000018,0.0,2.674,2.71,2.64,0.06999999999999984,-0.029999999999999805,2.706,2.74,2.68,0.06000000000000005,-0.020000000000000018,109420,138665,89762,48903,43637
2018-04-08,2.832,2.9,2.74,0.1599999999999997,0.10999999999999988,2.896,3.02,2.75,0.27,0.1299999999999999,2.8040000000000003,2.85,2.72,0.1299999999999999,0.08999999999999986,2.848,2.89,2.75,0.14000000000000012,0.10999999999999988,265748,479482,87994,391488,81881
2018-04-15,2.894,2.97,2.81,0.16000000000000014,-0.040000000000000036,2.923,3.005,2.81,0.19499999999999984,-0.1299999999999999,2.844,2.91,2.77,0.14000000000000012,-0.06999999999999984,2.88,2.94,2.79,0.1499999999999999,-0.1200000000000001,227787,519388,99459,419929,-56255
2018-04-22,2.83,2.87,2.79,0.08000000000000007,0.010000000000000231,2.869,2.9,2.85,0.04999999999999982,0.020000000000000018,2.82,2.86,2.79,0.06999999999999984,0.040000000000000036,2.85,2.87,2.83,0.040000000000000036,0.020000000000000018,121436,157463,85585,71878,-19260
2018-04-29,2.848,2.89,2.82,0.07000000000000028,0.020000000000000018,2.8770000000000002,2.91,2.84,0.07000000000000028,0.025000000000000355,2.818,2.84,2.77,0.06999999999999984,0.06000000000000005,2.84,2.85,2.82,0.03000000000000025,0.03000000000000025,175530,259245,130083,129162,-68137
2018-05-06,2.878,2.91,2.83,0.08000000000000007,0.06000000000000005,2.898,2.93,2.87,0.06000000000000005,0.0,2.84,2.86,2.81,0.04999999999999982,0.020000000000000018,2.864,2.89,2.84,0.050000000000000266,-0.010000000000000231,108998,163727,82837,80890,-15402
2018-05-13,2.724,2.79,2.65,0.14000000000000012,-0.14000000000000012,2.74,2.79,2.7,0.08999999999999986,-0.08999999999999986,2.68,2.73,2.6,0.1299999999999999,-0.1299999999999999,2.692,2.74,2.61,0.13000000000000034,-0.13000000000000034,342369,733073,201639,531434,-12024
2018-05-20,2.6575,2.68,2.63,0.050000000000000266,0.050000000000000266,2.7,2.74,2.67,0.07000000000000028,0.029999999999999805,2.6425,2.68,2.62,0.06000000000000005,0.010000000000000231,2.67,2.72,2.63,0.0900000000000003,0.03000000000000025,164716,196796,132892,63904,-47565
2018-05-27,2.714,2.76,2.65,0.10999999999999988,0.10000000000000009,2.7479999999999998,2.78,2.69,0.08999999999999986,0.06999999999999984,2.686,2.73,2.62,0.10999999999999988,0.06999999999999984,2.716,2.75,2.68,0.06999999999999984,0.020000000000000018,227873,309978,165454,144524,-29227
2018-06-03,2.704,2.71,2.7,0.009999999999999787,0.0,2.724,2.75,2.7,0.04999999999999982,-0.03000000000000025,2.684,2.71,2.67,0.040000000000000036,-0.020000000000000018,2.702,2.72,2.69,0.03000000000000025,-0.03000000000000025,147056,206892,96353,110539,110539
2018-06-10,2.636,2.7,2.54,0.16000000000000014,-0.14000000000000012,2.647,2.7,2.565,0.13500000000000023,-0.125,2.594,2.66,2.53,0.13000000000000034,-0.1200000000000001,2.61,2.68,2.53,0.15000000000000036,-0.1200000000000001,977565,4268889,128981,4139908,11822
2018-06-17,2.566,2.61,2.54,0.06999999999999984,0.06999999999999984,2.588,2.62,2.56,0.06000000000000005,0.04999999999999982,2.541,2.58,2.52,0.06000000000000005,0.009999999999999787,2.562,2.61,2.53,0.08000000000000007,-0.03000000000000025,202977,439758,107211,332547,309238
2018-06-24,2.542,2.56,2.51,0.050000000000000266,0.050000000000000266,2.576,2.6,2.56,0.040000000000000036,0.009999999999999787,2.536,2.55,2.51,0.040000000000000036,0.03000000000000025,2.556,2.58,2.54,0.040000000000000036,0.010000000000000231,188018,337017,104013,233004,206566
2018-07-01,2.58,2.6,2.57,0.03000000000000025,-0.010000000000000231,2.59,2.61,2.57,0.040000000000000036,-0.040000000000000036,2.52625,2.55,2.48,0.06999999999999984,-0.06999999999999984,2.545,2.6,2.48,0.1200000000000001,-0.1200000000000001,198004,341421,104912,236509,236509
2018-07-08,2.47,2.49,2.45,0.040000000000000036,-0.010000000000000231,2.5060000000000002,2.55,2.49,0.05999999999999961,0.019999999999999574,2.45,2.47,2.43,0.040000000000000036,0.0,2.472,2.49,2.46,0.03000000000000025,0.03000000000000025,295358,891691,81062,810629,-24909
2018-07-15,2.526,2.56,2.49,0.06999999999999984,0.03999999999999959,2.568,2.58,2.56,0.020000000000000018,-0.020000000000000018,2.512,2.55,2.47,0.07999999999999963,0.05999999999999961,2.548,2.56,2.53,0.03000000000000025,-0.020000000000000018,277147,626329,68612,557717,-557717
