Date,ProShares UltraPro S&P500_Open_average,ProShares UltraPro S&P500_Open_max,ProShares UltraPro S&P500_Open_min,ProShares UltraPro S&P500_Open_volatility,ProShares UltraPro S&P500_Open_change,ProShares UltraPro S&P500_High_average,ProShares UltraPro S&P500_High_max,ProShares UltraPro S&P500_High_min,ProShares UltraPro S&P500_High_volatility,ProShares UltraPro S&P500_High_change,ProShares UltraPro S&P500_Low_average,ProShares UltraPro S&P500_Low_max,ProShares UltraPro S&P500_Low_min,ProShares UltraPro S&P500_Low_volatility,ProShares UltraPro S&P500_Low_change,ProShares UltraPro S&P500_Close_average,ProShares UltraPro S&P500_Close_max,ProShares UltraPro S&P500_Close_min,ProShares UltraPro S&P500_Close_volatility,ProShares UltraPro S&P500_Close_change
2019-02-03,42.42,42.42,42.42,0.0,0.0,43.3,43.3,43.3,0.0,0.0,42.02,42.02,42.02,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-02-10,46.1,46.1,46.1,0.0,0.0,46.59,46.59,46.59,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2019-02-17,46.92,46.92,46.92,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.75,46.75,46.75,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-02-24,48.01,48.01,48.01,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.19,47.19,47.19,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2019-03-03,44.17,44.17,44.17,0.0,0.0,45.0,45.0,45.0,0.0,0.0,43.91,43.91,43.91,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-03-10,48.49,48.49,48.49,0.0,0.0,49.36,49.36,49.36,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2019-03-17,49.73,49.73,49.73,0.0,0.0,50.03,50.03,50.03,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-03-24,49.18,49.18,49.18,0.0,0.0,49.38,49.38,49.38,0.0,0.0,48.51,48.51,48.51,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-03-31,52.02,52.02,52.02,0.0,0.0,52.37,52.37,52.37,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-04-07,53.07,53.07,53.07,0.0,0.0,53.32,53.32,53.32,0.0,0.0,52.65,52.65,52.65,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-04-14,53.06,53.06,53.06,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.25,52.25,52.25,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-04-21,54.06,54.06,54.06,0.0,0.0,54.83,54.83,54.83,0.0,0.0,53.59,53.59,53.59,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-04-28,54.38,54.38,54.38,0.0,0.0,55.21,55.21,55.21,0.0,0.0,54.24,54.24,54.24,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-05-05,50.34,50.34,50.34,0.0,0.0,52.09,52.09,52.09,0.0,0.0,48.56,48.56,48.56,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-05-12,49.87,49.87,49.87,0.0,0.0,51.71,51.71,51.71,0.0,0.0,49.87,49.87,49.87,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-05-19,49.04,49.04,49.04,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-05-26,45.12,45.12,45.12,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2019-06-02,49.94,49.94,49.94,0.0,0.0,51.44,51.44,51.44,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-06-09,51.6,51.6,51.6,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-06-16,54.97,54.97,54.97,0.0,0.0,55.75,55.75,55.75,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2019-06-23,53.93,53.93,53.93,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.63,53.63,53.63,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-06-30,56.55,56.55,56.55,0.0,0.0,57.25,57.25,57.25,0.0,0.0,55.75,55.75,55.75,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2019-07-07,57.89,57.89,57.89,0.0,0.0,58.38,58.38,58.38,0.0,0.0,57.68,57.68,57.68,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2019-07-14,57.89,57.89,57.89,0.0,0.0,57.94,57.94,57.94,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2019-07-21,58.23,58.23,58.23,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.94,58.94,58.94,0.0,0.0
2019-07-28,54.2,54.2,54.2,0.0,0.0,54.32,54.32,54.32,0.0,0.0,52.54,52.54,52.54,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-08-04,53.17,53.17,53.17,0.0,0.0,53.53,53.53,53.53,0.0,0.0,51.54,51.54,51.54,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2019-08-11,49.66,49.66,49.66,0.0,0.0,51.1,51.1,51.1,0.0,0.0,49.63,49.63,49.63,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-08-18,51.88,51.88,51.88,0.0,0.0,52.85,52.85,52.85,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-08-25,53.41,53.41,53.41,0.0,0.0,53.43,53.43,53.43,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2019-09-01,55.52,55.52,55.52,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2019-09-08,57.47,57.47,57.47,0.0,0.0,57.69,57.69,57.69,0.0,0.0,56.83,56.83,56.83,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-09-15,57.4,57.4,57.4,0.0,0.0,57.55,57.55,57.55,0.0,0.0,55.74,55.74,55.74,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2019-09-22,55.87,55.87,55.87,0.0,0.0,55.91,55.91,55.91,0.0,0.0,53.54,53.54,53.54,0.0,0.0,54.48,54.48,54.48,0.0,0.0
2019-09-29,52.05,52.05,52.05,0.0,0.0,53.87,53.87,53.87,0.0,0.0,51.99,51.99,51.99,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-10-06,54.65,54.65,54.65,0.0,0.0,55.96,55.96,55.96,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2019-10-13,55.92,55.92,55.92,0.0,0.0,56.31,56.31,56.31,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2019-10-20,56.44,56.44,56.44,0.0,0.0,57.82,57.82,57.82,0.0,0.0,56.44,56.44,56.44,0.0,0.0,57.54,57.54,57.54,0.0,0.0
2019-10-27,59.32,59.32,59.32,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.23,59.23,59.23,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2019-11-03,60.93,60.93,60.93,0.0,0.0,61.63,61.63,61.63,0.0,0.0,60.5,60.5,60.5,0.0,0.0,61.61,61.61,61.61,0.0,0.0
2019-11-10,62.8,62.8,62.8,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.38,62.38,62.38,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2019-11-17,62.79,62.79,62.79,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2019-11-24,65.02,65.02,65.02,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2019-12-01,64.47,64.47,64.47,0.0,0.0,65.18,65.18,65.18,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2019-12-08,66.08,66.08,66.08,0.0,0.0,67.21,67.21,67.21,0.0,0.0,65.55,65.55,65.55,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2019-12-15,69.3,69.3,69.3,0.0,0.0,69.92,69.92,69.92,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2019-12-22,71.27,71.27,71.27,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.67,70.67,70.67,0.0,0.0
2019-12-29,69.45,69.45,69.45,0.0,0.0,71.08,71.08,71.08,0.0,0.0,69.4,69.4,69.4,0.0,0.0,70.34,70.34,70.34,0.0,0.0
