Date,Arrow Dogs of the WorldEtf_Open_average,Arrow Dogs of the WorldEtf_Open_max,Arrow Dogs of the WorldEtf_Open_min,Arrow Dogs of the WorldEtf_Open_volatility,Arrow Dogs of the WorldEtf_Open_change,Arrow Dogs of the WorldEtf_High_average,Arrow Dogs of the WorldEtf_High_max,Arrow Dogs of the WorldEtf_High_min,Arrow Dogs of the WorldEtf_High_volatility,Arrow Dogs of the WorldEtf_High_change,Arrow Dogs of the WorldEtf_Low_average,Arrow Dogs of the WorldEtf_Low_max,Arrow Dogs of the WorldEtf_Low_min,Arrow Dogs of the WorldEtf_Low_volatility,Arrow Dogs of the WorldEtf_Low_change,Arrow Dogs of the WorldEtf_Close_average,Arrow Dogs of the WorldEtf_Close_max,Arrow Dogs of the WorldEtf_Close_min,Arrow Dogs of the WorldEtf_Close_volatility,Arrow Dogs of the WorldEtf_Close_change
2018-09-23,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2018-09-30,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2018-10-07,48.61,48.61,48.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-10-14,47.81,47.81,47.81,0.0,0.0,49.27,49.27,49.27,0.0,0.0,47.69,47.69,47.69,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-10-21,48.58,48.58,48.58,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2018-10-28,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-11-04,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2018-11-11,50.95,50.95,50.95,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2018-11-18,50.55,50.55,50.55,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-11-25,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-12-02,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2018-12-09,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-12-16,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2018-12-23,45.98,45.98,45.98,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2018-12-30,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-01-06,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-01-13,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-01-20,51.12,51.12,51.12,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-01-27,51.87,51.87,51.87,0.0,0.0,52.07,52.07,52.07,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2019-02-03,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-02-10,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-02-17,50.62,50.62,50.62,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-02-24,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2019-03-03,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2019-03-10,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2019-03-17,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2019-03-24,47.47,47.47,47.47,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2019-03-31,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-04-07,47.61,47.61,47.61,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2019-04-14,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2019-04-21,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
2019-04-28,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-05-05,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2019-05-12,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-05-19,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2019-05-26,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2019-06-02,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-06-09,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-06-16,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-06-23,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-06-30,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-07-07,51.44,51.44,51.44,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-07-14,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-07-21,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-07-28,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-08-04,49.28,49.28,49.28,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-08-11,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-08-18,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-08-25,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2019-09-01,42.62,42.62,42.62,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2019-09-08,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-09-15,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2019-09-22,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2019-09-29,43.58,43.58,43.58,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-10-06,43.86,43.86,43.86,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-10-13,43.5,43.5,43.5,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2019-10-20,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-10-27,44.21,44.21,44.21,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2019-11-03,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-11-10,45.01,45.01,45.01,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-11-17,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2019-11-24,45.96,45.96,45.96,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2019-12-01,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2019-12-08,47.57,47.57,47.57,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2019-12-15,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2019-12-22,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-12-29,49.03,49.03,49.03,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.88,48.88,48.88,0.0,0.0
