Date,Global X Scientific Beta USEtf_Open_average,Global X Scientific Beta USEtf_Open_max,Global X Scientific Beta USEtf_Open_min,Global X Scientific Beta USEtf_Open_volatility,Global X Scientific Beta USEtf_Open_change,Global X Scientific Beta USEtf_High_average,Global X Scientific Beta USEtf_High_max,Global X Scientific Beta USEtf_High_min,Global X Scientific Beta USEtf_High_volatility,Global X Scientific Beta USEtf_High_change,Global X Scientific Beta USEtf_Low_average,Global X Scientific Beta USEtf_Low_max,Global X Scientific Beta USEtf_Low_min,Global X Scientific Beta USEtf_Low_volatility,Global X Scientific Beta USEtf_Low_change,Global X Scientific Beta USEtf_Close_average,Global X Scientific Beta USEtf_Close_max,Global X Scientific Beta USEtf_Close_min,Global X Scientific Beta USEtf_Close_volatility,Global X Scientific Beta USEtf_Close_change
2018-01-14,31.77,31.77,31.77,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2018-01-21,32.41,32.41,32.41,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2018-01-28,31.94,31.94,31.94,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2018-02-04,29.75,29.75,29.75,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.32,29.32,29.32,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-02-11,31.26,31.26,31.26,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2018-02-18,31.11,31.11,31.11,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-02-25,30.66,30.66,30.66,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-03-04,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-03-11,31.75,31.75,31.75,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-03-18,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-03-25,30.61,30.61,30.61,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2018-04-01,30.93,30.93,30.93,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-04-08,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-04-15,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2018-04-22,31.17,31.17,31.17,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2018-04-29,30.48,30.48,30.48,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.48,30.48,30.48,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2018-05-06,31.52,31.52,31.52,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-05-13,31.39,31.39,31.39,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-05-20,31.53,31.53,31.53,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-05-27,31.54,31.54,31.54,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-06-03,31.87,31.87,31.87,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-06-10,31.95,31.95,31.95,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-06-17,31.89,31.89,31.89,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-06-24,31.6,31.6,31.6,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-07-01,31.6,31.6,31.6,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-07-08,32.18,32.18,32.18,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2018-07-15,32.22,32.22,32.22,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2018-07-22,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-07-29,32.45,32.45,32.45,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-08-05,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-08-12,32.55,32.55,32.55,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-08-19,32.92,32.92,32.92,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.96,32.96,32.96,0.0,0.0
