Date,Nationwide Risk-Based International Equity_Open_average,Nationwide Risk-Based International Equity_Open_max,Nationwide Risk-Based International Equity_Open_min,Nationwide Risk-Based International Equity_Open_volatility,Nationwide Risk-Based International Equity_Open_change,Nationwide Risk-Based International Equity_High_average,Nationwide Risk-Based International Equity_High_max,Nationwide Risk-Based International Equity_High_min,Nationwide Risk-Based International Equity_High_volatility,Nationwide Risk-Based International Equity_High_change,Nationwide Risk-Based International Equity_Low_average,Nationwide Risk-Based International Equity_Low_max,Nationwide Risk-Based International Equity_Low_min,Nationwide Risk-Based International Equity_Low_volatility,Nationwide Risk-Based International Equity_Low_change,Nationwide Risk-Based International Equity_Close_average,Nationwide Risk-Based International Equity_Close_max,Nationwide Risk-Based International Equity_Close_min,Nationwide Risk-Based International Equity_Close_volatility,Nationwide Risk-Based International Equity_Close_change
2018-03-25,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2018-04-01,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-04-08,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2018-04-15,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-04-22,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-04-29,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-05-06,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2018-05-13,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-05-20,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-05-27,26.28,26.28,26.28,0.0,0.0,27.9,27.9,27.9,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-06-03,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-06-10,25.57,25.57,25.57,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-06-17,25.789,25.789,25.789,0.0,0.0,25.789,25.789,25.789,0.0,0.0,25.789,25.789,25.789,0.0,0.0,25.789,25.789,25.789,0.0,0.0
2018-06-24,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-07-01,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-07-08,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.195,26.195,26.195,0.0,0.0,26.195,26.195,26.195,0.0,0.0
2018-07-15,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-07-22,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-07-29,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2018-08-05,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2018-08-12,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2018-08-19,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-08-26,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-09-02,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2018-09-09,24.6,24.6,24.6,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-09-16,24.495,24.495,24.495,0.0,0.0,24.495,24.495,24.495,0.0,0.0,24.495,24.495,24.495,0.0,0.0,24.495,24.495,24.495,0.0,0.0
2018-09-23,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-09-30,24.71,24.71,24.71,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-10-07,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-10-14,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-10-21,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0,23.805999999999997,23.805999999999997,23.805999999999997,0.0,0.0
2018-10-28,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-11-04,24.125,24.125,24.125,0.0,0.0,24.125,24.125,24.125,0.0,0.0,24.125,24.125,24.125,0.0,0.0,24.125,24.125,24.125,0.0,0.0
2018-11-11,24.015,24.015,24.015,0.0,0.0,24.015,24.015,24.015,0.0,0.0,24.015,24.015,24.015,0.0,0.0,24.015,24.015,24.015,0.0,0.0
2018-11-18,23.776,23.776,23.776,0.0,0.0,23.776,23.776,23.776,0.0,0.0,23.776,23.776,23.776,0.0,0.0,23.776,23.776,23.776,0.0,0.0
2018-11-25,23.518,23.518,23.518,0.0,0.0,23.518,23.518,23.518,0.0,0.0,23.518,23.518,23.518,0.0,0.0,23.518,23.518,23.518,0.0,0.0
2018-12-02,23.599,23.599,23.599,0.0,0.0,23.599,23.599,23.599,0.0,0.0,23.599,23.599,23.599,0.0,0.0,23.599,23.599,23.599,0.0,0.0
2018-12-09,23.353,23.353,23.353,0.0,0.0,23.353,23.353,23.353,0.0,0.0,23.353,23.353,23.353,0.0,0.0,23.353,23.353,23.353,0.0,0.0
2018-12-16,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-12-23,22.85,22.85,22.85,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.756,22.756,22.756,0.0,0.0,22.756,22.756,22.756,0.0,0.0
2018-12-30,23.409000000000002,23.409000000000002,23.409000000000002,0.0,0.0,23.409000000000002,23.409000000000002,23.409000000000002,0.0,0.0,23.409000000000002,23.409000000000002,23.409000000000002,0.0,0.0,23.409000000000002,23.409000000000002,23.409000000000002,0.0,0.0
2019-01-06,23.588,23.588,23.588,0.0,0.0,23.588,23.588,23.588,0.0,0.0,23.588,23.588,23.588,0.0,0.0,23.588,23.588,23.588,0.0,0.0
2019-01-13,23.994,23.994,23.994,0.0,0.0,23.994,23.994,23.994,0.0,0.0,23.994,23.994,23.994,0.0,0.0,23.994,23.994,23.994,0.0,0.0
2019-01-20,23.88,23.88,23.88,0.0,0.0,23.941,23.941,23.941,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.941,23.941,23.941,0.0,0.0
2019-01-27,24.316999999999997,24.316999999999997,24.316999999999997,0.0,0.0,24.316999999999997,24.316999999999997,24.316999999999997,0.0,0.0,24.316999999999997,24.316999999999997,24.316999999999997,0.0,0.0,24.316999999999997,24.316999999999997,24.316999999999997,0.0,0.0
2019-02-03,23.991,23.991,23.991,0.0,0.0,23.991,23.991,23.991,0.0,0.0,23.991,23.991,23.991,0.0,0.0,23.991,23.991,23.991,0.0,0.0
2019-02-10,24.391,24.391,24.391,0.0,0.0,24.491,24.491,24.491,0.0,0.0,24.391,24.391,24.391,0.0,0.0,24.491,24.491,24.491,0.0,0.0
2019-02-17,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-02-24,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-03-03,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-03-10,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-03-17,24.829,24.829,24.829,0.0,0.0,24.829,24.829,24.829,0.0,0.0,24.829,24.829,24.829,0.0,0.0,24.829,24.829,24.829,0.0,0.0
2019-03-24,25.051,25.051,25.051,0.0,0.0,25.051,25.051,25.051,0.0,0.0,25.051,25.051,25.051,0.0,0.0,25.051,25.051,25.051,0.0,0.0
2019-03-31,24.971999999999998,24.971999999999998,24.971999999999998,0.0,0.0,24.971999999999998,24.971999999999998,24.971999999999998,0.0,0.0,24.971999999999998,24.971999999999998,24.971999999999998,0.0,0.0,24.971999999999998,24.971999999999998,24.971999999999998,0.0,0.0
2019-04-07,24.924,24.924,24.924,0.0,0.0,24.924,24.924,24.924,0.0,0.0,24.924,24.924,24.924,0.0,0.0,24.924,24.924,24.924,0.0,0.0
2019-04-14,24.846,24.846,24.846,0.0,0.0,24.846,24.846,24.846,0.0,0.0,24.846,24.846,24.846,0.0,0.0,24.846,24.846,24.846,0.0,0.0
2019-04-21,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-04-28,24.73,24.73,24.73,0.0,0.0,24.813000000000002,24.813000000000002,24.813000000000002,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.813000000000002,24.813000000000002,24.813000000000002,0.0,0.0
2019-05-05,24.325,24.325,24.325,0.0,0.0,24.325,24.325,24.325,0.0,0.0,24.325,24.325,24.325,0.0,0.0,24.325,24.325,24.325,0.0,0.0
2019-05-12,24.601999999999997,24.601999999999997,24.601999999999997,0.0,0.0,24.601999999999997,24.601999999999997,24.601999999999997,0.0,0.0,24.601999999999997,24.601999999999997,24.601999999999997,0.0,0.0,24.601999999999997,24.601999999999997,24.601999999999997,0.0,0.0
2019-05-19,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0,24.721999999999998,24.721999999999998,24.721999999999998,0.0,0.0
2019-05-26,24.409000000000002,24.409000000000002,24.409000000000002,0.0,0.0,24.409000000000002,24.409000000000002,24.409000000000002,0.0,0.0,24.409000000000002,24.409000000000002,24.409000000000002,0.0,0.0,24.409000000000002,24.409000000000002,24.409000000000002,0.0,0.0
2019-06-02,24.993000000000002,24.993000000000002,24.993000000000002,0.0,0.0,24.993000000000002,24.993000000000002,24.993000000000002,0.0,0.0,24.993000000000002,24.993000000000002,24.993000000000002,0.0,0.0,24.993000000000002,24.993000000000002,24.993000000000002,0.0,0.0
2019-06-09,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2019-06-16,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-06-23,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-06-30,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-07-07,25.304000000000002,25.304000000000002,25.304000000000002,0.0,0.0,25.304000000000002,25.304000000000002,25.304000000000002,0.0,0.0,25.304000000000002,25.304000000000002,25.304000000000002,0.0,0.0,25.304000000000002,25.304000000000002,25.304000000000002,0.0,0.0
2019-07-14,25.122,25.122,25.122,0.0,0.0,25.122,25.122,25.122,0.0,0.0,25.122,25.122,25.122,0.0,0.0,25.122,25.122,25.122,0.0,0.0
2019-07-21,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-07-28,24.247,24.247,24.247,0.0,0.0,24.247,24.247,24.247,0.0,0.0,24.247,24.247,24.247,0.0,0.0,24.247,24.247,24.247,0.0,0.0
2019-08-04,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-08-11,24.465999999999998,24.465999999999998,24.465999999999998,0.0,0.0,24.465999999999998,24.465999999999998,24.465999999999998,0.0,0.0,24.465999999999998,24.465999999999998,24.465999999999998,0.0,0.0,24.465999999999998,24.465999999999998,24.465999999999998,0.0,0.0
2019-08-18,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2019-08-25,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0,24.673000000000002,24.673000000000002,24.673000000000002,0.0,0.0
2019-09-01,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-09-08,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-09-15,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-09-22,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-09-29,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-10-06,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2019-10-13,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-10-20,25.674,25.674,25.674,0.0,0.0,25.674,25.674,25.674,0.0,0.0,25.674,25.674,25.674,0.0,0.0,25.674,25.674,25.674,0.0,0.0
2019-10-27,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-11-03,25.869,25.869,25.869,0.0,0.0,25.869,25.869,25.869,0.0,0.0,25.869,25.869,25.869,0.0,0.0,25.869,25.869,25.869,0.0,0.0
2019-11-10,25.956,25.956,25.956,0.0,0.0,25.956,25.956,25.956,0.0,0.0,25.956,25.956,25.956,0.0,0.0,25.956,25.956,25.956,0.0,0.0
2019-11-17,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-11-24,25.719,25.719,25.719,0.0,0.0,25.719,25.719,25.719,0.0,0.0,25.719,25.719,25.719,0.0,0.0,25.719,25.719,25.719,0.0,0.0
2019-12-01,25.924,25.924,25.924,0.0,0.0,25.924,25.924,25.924,0.0,0.0,25.924,25.924,25.924,0.0,0.0,25.924,25.924,25.924,0.0,0.0
2019-12-08,26.535,26.535,26.535,0.0,0.0,26.535,26.535,26.535,0.0,0.0,26.535,26.535,26.535,0.0,0.0,26.535,26.535,26.535,0.0,0.0
2019-12-15,25.766,25.766,25.766,0.0,0.0,25.766,25.766,25.766,0.0,0.0,25.766,25.766,25.766,0.0,0.0,25.766,25.766,25.766,0.0,0.0
2019-12-22,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-12-29,25.756,25.756,25.756,0.0,0.0,25.756,25.756,25.756,0.0,0.0,25.756,25.756,25.756,0.0,0.0,25.756,25.756,25.756,0.0,0.0
