Date,First Trust Senior Loan_Open_average,First Trust Senior Loan_Open_max,First Trust Senior Loan_Open_min,First Trust Senior Loan_Open_volatility,First Trust Senior Loan_Open_change,First Trust Senior Loan_High_average,First Trust Senior Loan_High_max,First Trust Senior Loan_High_min,First Trust Senior Loan_High_volatility,First Trust Senior Loan_High_change,First Trust Senior Loan_Low_average,First Trust Senior Loan_Low_max,First Trust Senior Loan_Low_min,First Trust Senior Loan_Low_volatility,First Trust Senior Loan_Low_change,First Trust Senior Loan_Close_average,First Trust Senior Loan_Close_max,First Trust Senior Loan_Close_min,First Trust Senior Loan_Close_volatility,First Trust Senior Loan_Close_change
2018-04-22,48.12,48.12,48.12,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2018-04-29,48.1,48.1,48.1,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-05-06,48.2,48.2,48.2,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2018-05-13,48.2,48.2,48.2,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-05-20,48.0,48.0,48.0,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-05-27,47.98,47.98,47.98,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-06-03,48.0,48.0,48.0,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-06-10,48.04,48.04,48.04,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-06-17,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2018-06-24,47.77,47.77,47.77,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-07-01,47.9,47.9,47.9,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2018-07-08,47.99,47.99,47.99,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2018-07-15,47.9,47.9,47.9,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-07-22,47.96,47.96,47.96,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2018-07-29,48.04,48.04,48.04,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-08-05,48.09,48.09,48.09,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-08-12,48.12,48.12,48.12,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2018-08-19,47.97,47.97,47.97,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-08-26,48.0,48.0,48.0,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-09-02,48.04,48.04,48.04,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2018-09-09,47.96,47.96,47.96,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-09-16,48.01,48.01,48.01,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-09-23,48.09,48.09,48.09,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-09-30,48.12,48.12,48.12,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-10-07,48.07,48.07,48.07,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2018-10-14,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2018-10-21,47.9,47.9,47.9,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2018-10-28,47.86,47.86,47.86,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2018-11-04,47.92,47.92,47.92,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2018-11-11,47.61,47.61,47.61,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-11-18,47.3,47.3,47.3,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2018-11-25,47.16,47.16,47.16,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.19,47.19,47.19,0.0,0.0
2018-12-02,46.77,46.77,46.77,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2018-12-09,46.52,46.52,46.52,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2018-12-16,45.5,45.5,45.5,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2018-12-23,45.48,45.48,45.48,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.52,45.52,45.52,0.0,0.0
2018-12-30,46.65,46.65,46.65,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2019-01-06,46.79,46.79,46.79,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2019-01-13,47.01,47.01,47.01,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-01-20,46.82,46.82,46.82,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2019-01-27,46.87,46.87,46.87,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2019-02-03,47.17,47.17,47.17,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.21,47.21,47.21,0.0,0.0
2019-02-10,47.31,47.31,47.31,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-02-17,47.47,47.47,47.47,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-02-24,47.71,47.71,47.71,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-03-03,47.27,47.27,47.27,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2019-03-10,47.44,47.44,47.44,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2019-03-17,47.06,47.06,47.06,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-03-24,47.24,47.24,47.24,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-03-31,47.61,47.61,47.61,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-04-07,47.79,47.79,47.79,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-04-14,47.86,47.86,47.86,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-04-21,47.87,47.87,47.87,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-04-28,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-05-05,47.62,47.62,47.62,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.64,47.64,47.64,0.0,0.0
2019-05-12,47.75,47.75,47.75,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-05-19,47.48,47.48,47.48,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2019-05-26,47.23,47.23,47.23,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-06-02,47.51,47.51,47.51,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-06-09,47.23,47.23,47.23,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-06-16,47.36,47.36,47.36,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-06-23,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-06-30,47.26,47.26,47.26,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2019-07-07,47.44,47.44,47.44,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-07-14,47.5,47.5,47.5,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-07-21,47.35,47.35,47.35,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-07-28,47.35,47.35,47.35,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-08-04,47.22,47.22,47.22,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2019-08-11,47.09,47.09,47.09,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2019-08-18,47.01,47.01,47.01,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2019-08-25,47.14,47.14,47.14,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.07,47.07,47.07,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-09-01,47.14,47.14,47.14,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-09-08,47.55,47.55,47.55,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.59,47.59,47.59,0.0,0.0
2019-09-15,47.49,47.49,47.49,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2019-09-22,47.32,47.32,47.32,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2019-09-29,47.28,47.28,47.28,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2019-10-06,47.07,47.07,47.07,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2019-10-13,47.22,47.22,47.22,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2019-10-20,47.09,47.09,47.09,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-10-27,47.14,47.14,47.14,0.0,0.0,47.24,47.24,47.24,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2019-11-03,47.26,47.26,47.26,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-11-10,47.52,47.52,47.52,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-11-17,47.15,47.15,47.15,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2019-11-24,47.37,47.37,47.37,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.43,47.43,47.43,0.0,0.0
2019-12-01,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-12-08,47.76,47.76,47.76,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-12-15,47.86,47.86,47.86,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2019-12-22,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2019-12-29,47.99,47.99,47.99,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.0,48.0,48.0,0.0,0.0
