Date,FHN_Open_average,FHN_Open_max,FHN_Open_min,FHN_Open_volatility,FHN_Open_change,FHN_High_average,FHN_High_max,FHN_High_min,FHN_High_volatility,FHN_High_change,FHN_Low_average,FHN_Low_max,FHN_Low_min,FHN_Low_volatility,FHN_Low_change,FHN_Close_average,FHN_Close_max,FHN_Close_min,FHN_Close_volatility,FHN_Close_change,FHN_Volume_average,FHN_Volume_max,FHN_Volume_min,FHN_Volume_volatility,FHN_Volume_change
2018-04-29,18.356,18.74,18.1,0.639999999999997,-0.639999999999997,18.566,18.78,18.36,0.4200000000000017,-0.14000000000000057,18.13,18.3,17.98,0.3200000000000003,-0.3200000000000003,18.344,18.41,18.22,0.19000000000000128,0.10999999999999943,2860325,3603942,2283484,1320458,1320458
2018-05-06,18.68,18.94,18.43,0.5100000000000016,0.4400000000000013,18.908,19.13,18.61,0.5199999999999996,0.5199999999999996,18.582,18.9,18.27,0.629999999999999,0.629999999999999,18.794,19.04,18.51,0.5299999999999976,0.5299999999999976,2476158,3080897,1980864,1100033,152767
2018-05-13,19.188,19.48,18.86,0.620000000000001,0.4299999999999997,19.402,19.58,19.12,0.4599999999999973,0.4399999999999977,19.082,19.31,18.83,0.4800000000000004,0.41999999999999815,19.285999999999998,19.54,18.9,0.6400000000000006,0.4299999999999997,3178249,4366527,2280736,2085791,378905
2018-05-20,19.326,19.54,19.0,0.5399999999999991,-0.379999999999999,19.468,19.75,19.11,0.6400000000000006,-0.5800000000000018,19.15,19.5,18.75,0.75,-0.46000000000000085,19.28,19.56,18.92,0.639999999999997,-0.5999999999999979,4595181,8350117,2553111,5797006,-2171470
2018-05-27,18.6975,18.82,18.57,0.25,0.08999999999999986,18.835,18.9,18.76,0.13999999999999702,0.019999999999999574,18.425,18.6,18.23,0.370000000000001,0.370000000000001,18.5575,18.68,18.35,0.3299999999999983,0.3099999999999987,4135553,6886878,2408862,4478016,-3913262
2018-06-03,18.828,19.01,18.66,0.3500000000000014,0.2700000000000031,19.012,19.23,18.77,0.46000000000000085,0.4299999999999997,18.736,18.98,18.51,0.46999999999999886,0.370000000000001,18.944,19.2,18.63,0.5700000000000003,0.4399999999999977,2893469,3901282,2136192,1765090,103176
2018-06-10,19.156,19.27,19.02,0.25,-0.21000000000000085,19.316,19.43,19.19,0.23999999999999844,-0.19000000000000128,18.962,19.08,18.79,0.28999999999999915,-0.28999999999999915,19.104,19.17,19.07,0.10000000000000142,-0.030000000000001137,4319185,6341356,2955150,3386206,3386206
2018-06-17,19.046,19.25,18.89,0.35999999999999943,0.1999999999999993,19.226,19.33,19.16,0.16999999999999815,0.03999999999999915,18.904,19.1,18.81,0.2900000000000027,-0.030000000000001137,19.062,19.18,18.87,0.3099999999999987,-0.23999999999999844,3254310,5176241,2313760,2862481,2862481
2018-06-24,18.492,18.81,18.15,0.6600000000000001,-0.3299999999999983,18.556,18.89,18.31,0.5800000000000018,-0.40000000000000213,18.128,18.45,17.83,0.620000000000001,-0.620000000000001,18.214,18.6,17.84,0.7600000000000016,-0.7600000000000016,3467209,4951664,2036158,2915506,2915506
2018-07-01,17.83,17.99,17.67,0.31999999999999673,0.029999999999997584,17.9775,18.05,17.93,0.120000000000001,0.019999999999999574,17.6575,17.78,17.57,0.21000000000000085,-0.03999999999999915,17.8425,17.9,17.77,0.129999999999999,-0.00999999999999801,2704908,3228267,1884576,1343691,-87810
2018-07-08,17.928,18.19,17.74,0.45000000000000284,-0.19000000000000128,18.046,18.29,17.81,0.4800000000000004,-0.4800000000000004,17.71,17.91,17.53,0.379999999999999,-0.379999999999999,17.862000000000002,18.21,17.59,0.620000000000001,-0.620000000000001,2876115,3591285,2314330,1276955,390405
2018-07-15,17.236,17.69,16.65,1.0400000000000027,-0.4299999999999997,17.578,17.9,17.22,0.6799999999999997,-0.259999999999998,17.08,17.63,16.51,1.1199999999999974,-0.48999999999999844,17.396,17.89,17.03,0.8599999999999994,-0.28000000000000114,10517719,14064539,6172514,7892025,2738665
2018-07-22,17.62,17.7,17.49,0.21000000000000085,0.03999999999999915,17.766000000000002,17.93,17.69,0.23999999999999844,-0.11999999999999744,17.47,17.57,17.33,0.240000000000002,-0.07000000000000028,17.6,17.71,17.46,0.25,-0.05000000000000071,4408976,5712979,2927662,2785317,-2785317
2018-07-29,17.984,18.36,17.69,0.6699999999999982,0.6699999999999982,18.244,18.49,17.97,0.5199999999999996,0.4499999999999993,17.854,18.14,17.65,0.490000000000002,0.490000000000002,18.074,18.4,17.85,0.5499999999999972,0.379999999999999,3465384,4206209,2316985,1889224,-1486520
2018-08-05,18.198,18.24,18.16,0.0799999999999983,-0.04999999999999716,18.342,18.47,18.26,0.2099999999999973,0.0799999999999983,18.084,18.21,17.97,0.240000000000002,0.0,18.224,18.33,18.16,0.16999999999999815,0.07000000000000028,2337334,2868591,1914650,953941,-406459
2018-08-12,18.296,18.39,18.21,0.17999999999999972,0.1700000000000017,18.542,18.73,18.38,0.3500000000000014,0.3000000000000007,18.244,18.39,18.11,0.28000000000000114,0.28000000000000114,18.38,18.65,18.13,0.5199999999999996,0.5199999999999996,2745184,4095763,1718918,2376845,-210552
2018-08-19,18.75,18.85,18.63,0.22000000000000242,0.10999999999999943,18.862000000000002,19.01,18.75,0.26000000000000156,-0.030000000000001137,18.628,18.71,18.53,0.17999999999999972,0.03999999999999915,18.734,18.85,18.6,0.25,-0.08999999999999986,1732399,2500344,1188885,1311459,-497854
2018-08-26,18.548000000000002,18.69,18.32,0.370000000000001,-0.370000000000001,18.624,18.86,18.45,0.41000000000000014,-0.41000000000000014,18.39,18.59,18.24,0.3500000000000014,-0.3500000000000014,18.5,18.64,18.37,0.2699999999999996,-0.21999999999999886,2402826,3744427,1318573,2425854,-291004
2018-09-02,18.42,18.44,18.36,0.08000000000000185,-0.08000000000000185,18.5675,18.66,18.41,0.25,-0.23000000000000043,18.33,18.44,18.24,0.20000000000000284,-0.11000000000000298,18.4175,18.54,18.29,0.25,-0.08000000000000185,1936789,2212415,1401225,811190,-811190
2018-09-09,18.17,18.48,17.68,0.8000000000000007,-0.8000000000000007,18.318,18.55,18.0,0.5500000000000007,-0.5399999999999991,17.974,18.3,17.62,0.6799999999999997,-0.620000000000001,18.052,18.34,17.65,0.6900000000000013,-0.4299999999999997,2862440,4803832,1656361,3147471,1047745
2018-09-16,18.01,18.22,17.85,0.36999999999999744,0.259999999999998,18.17,18.43,17.94,0.48999999999999844,0.370000000000001,17.928,18.2,17.76,0.4399999999999977,0.2699999999999996,18.04,18.24,17.84,0.3999999999999986,0.16999999999999815,2274034,4035310,1601307,2434003,2268036
2018-09-23,17.686,18.06,17.12,0.9399999999999977,-0.9399999999999977,17.794,18.1,17.45,0.6500000000000021,-0.6500000000000021,17.444,17.79,17.12,0.6699999999999982,-0.629999999999999,17.516000000000002,17.85,17.23,0.620000000000001,-0.5899999999999999,3267700,5040414,1731548,3308866,3130906
2018-09-30,17.312,17.46,17.04,0.4200000000000017,0.120000000000001,17.51,17.8,17.21,0.5899999999999999,0.0799999999999983,17.09,17.26,16.91,0.3500000000000014,0.16999999999999815,17.288,17.51,17.13,0.38000000000000256,0.11000000000000298,3592857,4297924,2717897,1580027,-1580027
2018-10-07,17.004,17.26,16.52,0.740000000000002,-0.6999999999999993,17.122,17.41,16.56,0.8500000000000014,-0.8500000000000014,16.618000000000002,17.16,15.56,1.5999999999999996,-1.5999999999999996,16.772,17.31,16.1,1.2099999999999973,-1.2099999999999973,3948877,4981575,2220573,2761002,2761002
2018-10-14,15.898,16.18,15.61,0.5700000000000003,-0.23000000000000043,16.158,16.32,15.99,0.33000000000000007,-0.03999999999999915,15.596,15.85,15.14,0.7099999999999991,-0.2400000000000002,15.86,16.14,15.61,0.5300000000000011,-0.39000000000000234,7343791,12374668,4708544,7666124,-377376
2018-10-21,15.324,15.62,15.0,0.6199999999999992,-0.15999999999999837,15.574,15.68,15.47,0.20999999999999908,-0.0600000000000005,15.028,15.18,14.94,0.2400000000000002,0.09999999999999964,15.288,15.47,14.97,0.5,0.15999999999999837,4059235,5657230,2938758,2718472,-1188635
2018-10-28,16.164,16.83,15.6,1.2299999999999986,1.2299999999999986,16.37,16.83,16.01,0.8199999999999967,0.8199999999999967,15.93,16.25,15.56,0.6899999999999995,0.6899999999999995,16.162,16.46,15.86,0.6000000000000014,0.6000000000000014,3240464,3837934,2815649,1022285,873878
2018-11-04,16.482,16.61,16.32,0.28999999999999915,-0.019999999999999574,16.682,16.85,16.57,0.28000000000000114,-0.07000000000000028,16.312,16.43,16.17,0.259999999999998,-0.13999999999999702,16.456,16.67,16.31,0.360000000000003,-0.05000000000000071,3679275,4548725,3065730,1482995,1133688
2018-11-11,16.246000000000002,16.5,15.9,0.5999999999999996,-0.019999999999999574,16.502,16.63,16.38,0.25,0.10000000000000142,16.048,16.23,15.85,0.3800000000000008,0.15000000000000213,16.256,16.37,16.1,0.2699999999999996,0.23999999999999844,3707162,4246742,2591676,1655066,1655066
2018-11-18,16.205,16.36,16.05,0.3099999999999987,-0.3099999999999987,16.455,16.57,16.39,0.17999999999999972,-0.17999999999999972,16.0625,16.2,15.94,0.2599999999999998,-0.16999999999999815,16.23,16.37,16.14,0.23000000000000043,-0.14000000000000057,1985048,3410895,614566,2796329,-1490761
2018-11-25,16.364,16.44,16.26,0.17999999999999972,-0.13999999999999702,16.59,16.64,16.5,0.14000000000000057,-0.07000000000000028,16.264,16.35,16.17,0.17999999999999972,-0.08999999999999986,16.438,16.53,16.29,0.240000000000002,-0.0400000000000027,2378240,2669264,1991267,677997,596710
2018-12-02,15.915000000000001,16.73,15.36,1.370000000000001,-1.370000000000001,15.985,16.76,15.45,1.3100000000000023,-1.2800000000000011,15.39,16.25,14.9,1.3499999999999996,-1.2200000000000006,15.605,16.3,15.12,1.1800000000000015,-1.1800000000000015,4461380,5852754,3058007,2794747,2794747
2018-12-09,14.456,15.08,13.75,1.33,-1.33,14.542,15.09,13.99,1.0999999999999996,-1.0999999999999996,14.036,14.45,13.54,0.9100000000000001,-0.9100000000000001,14.092,14.48,13.56,0.9199999999999999,-0.9199999999999999,5164813,6643387,4385036,2258351,33720
2018-12-16,13.214,13.55,12.83,0.7200000000000006,-0.6099999999999994,13.382,13.74,13.02,0.7200000000000006,-0.7000000000000011,12.978,13.44,12.64,0.7999999999999989,-0.7999999999999989,13.09,13.53,12.71,0.8199999999999985,-0.8199999999999985,5546083,6188630,3915504,2273126,1902034
2018-12-23,12.715,12.95,12.41,0.5399999999999991,0.3199999999999985,12.9825,13.14,12.71,0.4299999999999997,0.4299999999999997,12.51,12.85,12.3,0.5499999999999989,0.4599999999999991,12.8575,13.09,12.4,0.6899999999999995,0.629999999999999,3099177,3605759,1624011,1981748,1968796
2018-12-30,13.280000000000001,13.66,13.0,0.6600000000000001,0.5299999999999994,13.5275,13.88,13.21,0.6699999999999999,0.6699999999999999,13.16,13.53,12.91,0.6199999999999992,0.6199999999999992,13.432500000000001,13.81,13.16,0.6500000000000004,0.6500000000000004,3656431,3817816,3373596,444220,389636
2019-01-06,14.002,14.14,13.69,0.45000000000000107,0.41999999999999993,14.21,14.38,14.09,0.2900000000000009,0.28000000000000114,13.872,14.0,13.58,0.41999999999999993,0.39000000000000057,14.132,14.23,13.96,0.2699999999999996,0.2699999999999996,2785214,3213973,1950527,1263446,317241
2019-01-13,14.386,14.63,14.17,0.46000000000000085,0.09999999999999964,14.696,14.87,14.44,0.4299999999999997,0.379999999999999,14.21,14.49,13.91,0.5800000000000001,-0.14000000000000057,14.492,14.69,14.31,0.379999999999999,0.08999999999999986,4311637,8993922,2390506,6603416,6603416
2019-01-20,14.407499999999999,14.59,14.16,0.4299999999999997,0.20999999999999908,14.7125,14.73,14.68,0.05000000000000071,0.0,14.334999999999999,14.44,14.16,0.27999999999999936,0.20999999999999908,14.557500000000001,14.71,14.41,0.3000000000000007,0.19000000000000128,4204604,8524963,2529701,5995262,-5877524
2019-01-27,14.768,14.94,14.61,0.33000000000000007,0.10000000000000142,14.932,15.04,14.87,0.16999999999999993,-0.040000000000000924,14.586,14.69,14.31,0.379999999999999,0.0600000000000005,14.804,14.92,14.67,0.25,-0.030000000000001137,3525030,5376102,2417183,2958919,-873502
2019-02-03,15.040000000000001,15.26,14.88,0.379999999999999,0.379999999999999,15.232000000000001,15.63,14.99,0.6400000000000006,0.34999999999999964,14.922,15.11,14.77,0.33999999999999986,0.33000000000000007,15.102,15.33,14.92,0.41000000000000014,0.33000000000000007,3101521,6365933,1645013,4720920,386978
2019-02-10,15.474,15.63,15.34,0.2900000000000009,0.09999999999999964,15.598,15.72,15.41,0.3100000000000005,0.11000000000000121,15.366,15.54,15.16,0.379999999999999,0.05000000000000071,15.484,15.59,15.27,0.3200000000000003,0.15000000000000036,3018479,4386575,2129701,2256874,-152634
2019-02-17,15.6725,15.79,15.51,0.27999999999999936,0.23000000000000043,15.747499999999999,15.79,15.67,0.11999999999999922,0.08999999999999986,15.5475,15.6,15.46,0.1399999999999988,0.1399999999999988,15.7125,15.77,15.63,0.1399999999999988,0.08000000000000007,1959362,2353240,1752808,600432,156401
2019-02-24,15.696,15.87,15.49,0.379999999999999,-0.11999999999999922,15.798,15.93,15.71,0.21999999999999886,-0.09999999999999964,15.504,15.65,15.39,0.2599999999999998,-0.2599999999999998,15.61,15.7,15.47,0.22999999999999865,-0.14999999999999858,2565797,3881138,1446061,2435077,1059353
2019-03-03,15.288,15.55,14.8,0.75,-0.75,15.352,15.69,14.88,0.8099999999999987,-0.8099999999999987,15.062,15.41,14.69,0.7200000000000006,-0.7200000000000006,15.18,15.56,14.83,0.7300000000000004,-0.7300000000000004,2286326,2657951,1866879,791072,-436352
2019-03-10,14.860000000000001,14.89,14.82,0.07000000000000028,-0.05000000000000071,14.950000000000001,14.98,14.89,0.08999999999999986,0.040000000000000924,14.79,14.83,14.75,0.08000000000000007,-0.02000000000000135,14.895999999999999,14.98,14.85,0.13000000000000078,0.13000000000000078,2860614,4888058,1538469,3349589,1938482
2019-03-17,14.666,15.33,13.89,1.4399999999999995,-1.1600000000000001,14.786,15.37,13.89,1.4799999999999986,-1.4799999999999986,14.308,15.02,13.3,1.7199999999999989,-1.7199999999999989,14.398,15.24,13.46,1.7799999999999994,-1.7799999999999994,3764573,5906039,2164228,3741811,2471154
2019-03-24,13.798,14.13,13.46,0.6699999999999999,0.6699999999999999,13.924,14.15,13.63,0.5199999999999996,0.5199999999999996,13.664,13.93,13.35,0.5800000000000001,0.5800000000000001,13.836,13.98,13.53,0.45000000000000107,0.45000000000000107,2883371,3656381,2526163,1130218,415298
2019-03-31,14.42,14.7,14.08,0.6199999999999992,0.6199999999999992,14.62,14.77,14.45,0.3200000000000003,0.3200000000000003,14.312,14.57,14.02,0.5500000000000007,0.5500000000000007,14.524,14.73,14.37,0.3600000000000012,0.2900000000000009,2528193,3134535,2085928,1048607,-1048607
2019-04-07,14.588,14.72,14.41,0.3100000000000005,-0.05000000000000071,14.734,14.93,14.48,0.4499999999999993,0.049999999999998934,14.386,14.68,14.09,0.5899999999999999,-0.2599999999999998,14.544,14.7,14.42,0.27999999999999936,-0.009999999999999787,3541723,5593569,1625796,3967773,2706926
2019-04-14,14.6525,14.99,14.15,0.8399999999999999,0.3000000000000007,14.9525,15.19,14.74,0.4499999999999993,0.33000000000000007,14.385,14.77,13.83,0.9399999999999995,0.4900000000000002,14.7125,14.98,14.32,0.6600000000000001,0.4900000000000002,5519793,10460368,3066609,7393759,394574
2019-04-21,14.838000000000001,15.01,14.56,0.4499999999999993,0.14000000000000057,14.998,15.13,14.82,0.3100000000000005,0.1899999999999995,14.658,14.81,14.47,0.33999999999999986,0.33000000000000007,14.884,15.02,14.55,0.46999999999999886,0.41000000000000014,2449426,4026624,1432997,2593627,-830765
2019-04-28,15.072,15.15,14.99,0.16000000000000014,0.14000000000000057,15.228,15.35,15.13,0.21999999999999886,0.11999999999999922,14.956,15.06,14.77,0.2900000000000009,0.05000000000000071,15.1,15.21,14.97,0.2400000000000002,0.10000000000000142,2477643,3630040,1798391,1831649,274934
2019-05-05,14.762,14.96,14.5,0.46000000000000085,-0.25,14.938,15.19,14.83,0.35999999999999943,-0.34999999999999964,14.64,14.86,14.43,0.4299999999999997,-0.35999999999999943,14.806000000000001,15.06,14.67,0.39000000000000057,-0.34999999999999964,2167971,2951440,1468798,1482642,995815
2019-05-12,14.252,14.5,14.13,0.3699999999999992,-0.3699999999999992,14.376,14.5,14.19,0.3100000000000005,-0.13000000000000078,14.074,14.18,13.91,0.2699999999999996,0.0,14.224,14.35,14.11,0.2400000000000002,0.02000000000000135,3432433,4794239,2098714,2695525,1053720
2019-05-19,14.084,14.22,13.81,0.41000000000000014,-0.35999999999999943,14.216000000000001,14.38,14.05,0.33000000000000007,-0.3199999999999985,13.96,14.2,13.64,0.5599999999999987,-0.370000000000001,14.056,14.23,13.73,0.5,-0.1899999999999995,2340434,2843146,1712956,1130190,98935
2019-05-26,13.7475,13.97,13.53,0.4400000000000013,-0.4400000000000013,13.8925,14.01,13.57,0.4399999999999995,-0.4399999999999995,13.6,13.82,13.36,0.46000000000000085,-0.46000000000000085,13.7225,13.95,13.41,0.5399999999999991,-0.41999999999999993,2314282,2752637,1867066,885571,885571
2019-06-02,13.922,14.29,13.35,0.9399999999999995,0.7200000000000006,14.107999999999999,14.29,13.69,0.5999999999999996,0.41000000000000014,13.788,13.98,13.34,0.6400000000000006,0.5800000000000001,14.03,14.27,13.63,0.6399999999999988,0.379999999999999,2140806,3119462,1555289,1564173,240175
2019-06-09,14.404,14.6,14.1,0.5,0.40000000000000036,14.58,14.71,14.31,0.40000000000000036,0.27999999999999936,14.284,14.43,14.05,0.379999999999999,0.21999999999999886,14.486,14.65,14.21,0.4399999999999995,0.3299999999999983,2565673,3423854,1748800,1675054,-102905
2019-06-16,14.354000000000001,14.56,14.05,0.5099999999999998,-0.5099999999999998,14.528,14.68,14.34,0.33999999999999986,-0.1999999999999993,14.124,14.24,13.96,0.27999999999999936,-0.1800000000000015,14.29,14.46,14.1,0.3600000000000012,0.08999999999999986,4892009,9101707,2022767,7078940,7078940
2019-06-23,14.472,14.87,14.23,0.6399999999999988,0.5399999999999991,14.656,15.06,14.31,0.75,0.5899999999999999,14.37,14.78,14.02,0.7599999999999998,0.5999999999999996,14.532,14.93,14.2,0.7300000000000004,0.7300000000000004,3335080,4492745,2622109,1870636,1870636
2019-06-30,14.935,15.06,14.83,0.23000000000000043,-0.07000000000000028,15.015,15.12,14.9,0.21999999999999886,-0.009999999999999787,14.7475,14.91,14.53,0.3800000000000008,0.07000000000000028,14.8675,15.03,14.66,0.3699999999999992,0.129999999999999,2178837,3777535,1156595,2620940,-1035610
2019-07-07,14.92,15.02,14.83,0.1899999999999995,0.10999999999999943,15.052,15.13,14.97,0.16000000000000014,0.10999999999999943,14.788,14.88,14.71,0.16999999999999993,0.05000000000000071,14.934,15.1,14.75,0.34999999999999964,0.2400000000000002,3571567,4479093,1856026,2623067,2623067
2019-07-14,15.63,16.01,15.1,0.9100000000000019,0.9100000000000019,15.86,16.18,15.14,1.0399999999999991,1.0399999999999991,15.452,15.92,14.78,1.1400000000000006,1.1400000000000006,15.684,16.0,14.8,1.1999999999999993,1.1499999999999986,6830368,16143238,2933458,13209780,1354411
2019-07-21,16.052,16.24,15.93,0.3099999999999987,0.19000000000000128,16.2,16.41,16.04,0.370000000000001,0.370000000000001,15.943999999999999,16.08,15.82,0.259999999999998,0.259999999999998,16.122,16.39,15.91,0.4800000000000004,0.4800000000000004,4698619,6363060,3441171,2921889,407801
2019-07-28,16.29,16.69,15.81,0.8800000000000008,-0.5899999999999981,16.494,16.75,15.94,0.8100000000000005,-0.5900000000000016,16.022,16.38,15.59,0.7899999999999991,-0.6499999999999986,16.226,16.69,15.87,0.8200000000000021,-0.39000000000000057,3960190,5256803,2889250,2367553,-1698982
2019-08-04,15.748000000000001,15.96,15.38,0.5800000000000001,0.14000000000000057,15.914,16.11,15.76,0.34999999999999964,0.23999999999999844,15.522,15.83,15.26,0.5700000000000003,0.5099999999999998,15.804,16.01,15.52,0.490000000000002,0.45000000000000107,3616465,6403872,1711590,4692282,-4692282
2019-08-11,15.544,15.75,15.34,0.41000000000000014,-0.41000000000000014,15.684,15.92,15.42,0.5,-0.23000000000000043,15.38,15.56,15.21,0.34999999999999964,-0.2400000000000002,15.5,15.75,15.23,0.5199999999999996,-0.009999999999999787,2893441,5554810,1205896,4348914,-685063
2019-08-18,15.764,15.86,15.67,0.1899999999999995,-0.16999999999999993,15.831999999999999,15.89,15.76,0.13000000000000078,0.0,15.549999999999999,15.7,15.25,0.4499999999999993,-0.4499999999999993,15.626,15.77,15.32,0.4499999999999993,-0.4499999999999993,2182864,2748799,1008531,1740268,1492139
2019-08-25,15.612,15.9,15.29,0.6100000000000012,0.45000000000000107,15.726,15.96,15.57,0.39000000000000057,0.39000000000000057,15.459999999999999,15.75,15.25,0.5,0.3800000000000008,15.604,15.83,15.36,0.47000000000000064,0.33000000000000007,2915786,3765212,2047745,1717467,-594255
2019-09-01,15.7925,15.99,15.59,0.40000000000000036,0.3000000000000007,15.9025,16.18,15.63,0.5499999999999989,0.40000000000000213,15.622499999999999,15.87,15.37,0.5,0.5,15.7325,15.96,15.4,0.5600000000000005,0.5399999999999991,2770241,3657417,1899424,1757993,-1367877
2019-09-08,16.352,16.63,16.07,0.5599999999999987,0.5599999999999987,16.546,16.7,16.39,0.3099999999999987,0.3099999999999987,16.18,16.36,15.99,0.3699999999999992,0.3699999999999992,16.422,16.5,16.33,0.1700000000000017,0.13000000000000256,3683026,4443688,2704518,1739170,1029365
2019-09-15,16.242,16.35,16.13,0.22000000000000242,0.11000000000000298,16.419999999999998,16.5,16.25,0.25,0.019999999999999574,16.17,16.27,16.05,0.21999999999999886,0.05999999999999872,16.298,16.36,16.24,0.120000000000001,0.08000000000000185,3212627,5660069,2091013,3569056,3326966
2019-09-22,16.28,16.43,16.19,0.23999999999999844,0.23000000000000043,16.45,16.53,16.36,0.1700000000000017,0.120000000000001,16.162,16.27,15.99,0.27999999999999936,0.029999999999997584,16.285999999999998,16.36,16.15,0.21000000000000085,-0.010000000000001563,2954702,4516292,1968697,2547595,-557937
2019-09-29,16.056,16.36,15.85,0.5099999999999998,-0.4900000000000002,16.152,16.43,15.9,0.5299999999999994,-0.33000000000000185,15.802,16.16,15.62,0.5400000000000009,-0.5,15.988,16.2,15.84,0.35999999999999943,-0.14000000000000057,2424685,3387865,1469202,1918663,1271275
2019-10-06,15.818000000000001,16.01,15.63,0.3800000000000008,-0.040000000000000924,15.895999999999999,16.11,15.72,0.3899999999999988,-0.030000000000001137,15.686,15.91,15.49,0.41999999999999993,0.02999999999999936,15.748,15.93,15.54,0.39000000000000057,0.03999999999999915,2144247,2659049,1810967,848082,377159
