Date,ANZBYStock_Open_average,ANZBYStock_Open_max,ANZBYStock_Open_min,ANZBYStock_Open_volatility,ANZBYStock_Open_change,ANZBYStock_High_average,ANZBYStock_High_max,ANZBYStock_High_min,ANZBYStock_High_volatility,ANZBYStock_High_change,ANZBYStock_Low_average,ANZBYStock_Low_max,ANZBYStock_Low_min,ANZBYStock_Low_volatility,ANZBYStock_Low_change,ANZBYStock_Close_average,ANZBYStock_Close_max,ANZBYStock_Close_min,ANZBYStock_Close_volatility,ANZBYStock_Close_change,ANZBYStock_Volume_average,ANZBYStock_Volume_max,ANZBYStock_Volume_min,ANZBYStock_Volume_volatility,ANZBYStock_Volume_change
2018-01-14,22.7025,22.84,22.53,0.3099999999999987,0.23000000000000043,22.7875,22.94,22.64,0.3000000000000007,0.3000000000000007,22.6175,22.84,22.41,0.4299999999999997,0.4299999999999997,22.73,22.94,22.52,0.4200000000000017,0.4200000000000017,33720,63760,17867,45893,-45893
2018-01-21,23.092,23.25,22.73,0.5199999999999996,0.4499999999999993,23.15,23.38,22.8,0.5799999999999983,0.5799999999999983,22.932000000000002,23.1,22.68,0.4200000000000017,0.39000000000000057,23.054000000000002,23.3,22.8,0.5,0.5,27322,35281,22577,12704,-12704
2018-01-28,23.076,23.1,23.05,0.05000000000000071,-0.030000000000001137,23.148,23.23,23.07,0.16000000000000014,-0.10000000000000142,22.926,23.05,22.77,0.28000000000000114,-0.28000000000000114,23.008,23.14,22.82,0.3200000000000003,-0.28999999999999915,39933,80576,20546,60030,-4986
2018-02-04,21.944,22.68,21.54,1.1400000000000006,-1.1400000000000006,22.12,22.75,21.72,1.0300000000000011,-0.9800000000000004,21.578,22.09,21.08,1.0100000000000016,-1.0100000000000016,21.834,22.31,21.25,1.0599999999999987,-0.379999999999999,55667,85538,40959,44579,44579
2018-02-11,21.872,22.35,21.52,0.8300000000000018,0.4499999999999993,22.128,22.46,21.87,0.5899999999999999,0.34999999999999787,21.8,22.16,21.52,0.6400000000000006,0.4800000000000004,22.074,22.39,21.84,0.5500000000000007,0.26000000000000156,49143,128873,20489,108384,10057
2018-02-18,22.2225,22.35,22.07,0.28000000000000114,0.28000000000000114,22.36,22.49,22.13,0.35999999999999943,0.35999999999999943,22.1275,22.25,21.97,0.28000000000000114,0.28000000000000114,22.2125,22.46,22.02,0.4400000000000013,0.4400000000000013,42754,54372,20120,34252,24318
2018-02-25,22.5,22.78,22.11,0.6700000000000017,-0.5600000000000023,22.628,22.85,22.24,0.610000000000003,-0.610000000000003,22.332,22.65,21.98,0.6699999999999982,-0.6699999999999982,22.452,22.82,22.2,0.620000000000001,-0.620000000000001,28892,44267,15890,28377,9447
2018-03-04,22.222,22.41,21.96,0.4499999999999993,0.41999999999999815,22.372,22.56,22.24,0.3200000000000003,0.23999999999999844,22.156,22.36,21.96,0.3999999999999986,0.3999999999999986,22.328,22.54,22.15,0.39000000000000057,0.23999999999999844,22060,40863,11902,28961,-28961
2018-03-11,22.384,22.73,21.84,0.8900000000000006,-0.6700000000000017,22.406,22.73,21.84,0.8900000000000006,-0.7800000000000011,22.156,22.51,21.78,0.7300000000000004,-0.7300000000000004,22.201999999999998,22.59,21.8,0.7899999999999991,-0.7899999999999991,26489,54237,13973,40264,-942
2018-03-18,21.586000000000002,21.76,21.42,0.33999999999999986,-0.05999999999999872,21.7,22.04,21.56,0.4800000000000004,-0.05000000000000071,21.412,21.75,21.18,0.5700000000000003,-0.19000000000000128,21.536,21.95,21.18,0.7699999999999996,-0.35999999999999943,39548,45031,31194,13837,-7079
2018-03-25,21.0,21.42,20.65,0.7700000000000031,-0.7700000000000031,21.1625,21.5,20.97,0.5300000000000011,-0.5300000000000011,20.8475,21.18,20.59,0.5899999999999999,-0.5899999999999999,21.025,21.49,20.84,0.6499999999999986,-0.6099999999999994,59413,71476,52940,18536,-5114
2018-04-01,20.5,20.7,20.35,0.34999999999999787,-0.23000000000000043,20.788,21.08,20.5,0.5799999999999983,-0.14000000000000057,20.418,20.6,20.25,0.3500000000000014,0.019999999999999574,20.634,20.97,20.45,0.5199999999999996,-0.010000000000001563,65176,98283,43880,54403,3123
