Date,AAM S&P 500 Sector High DividendEtf_Open_average,AAM S&P 500 Sector High DividendEtf_Open_max,AAM S&P 500 Sector High DividendEtf_Open_min,AAM S&P 500 Sector High DividendEtf_Open_volatility,AAM S&P 500 Sector High DividendEtf_Open_change,AAM S&P 500 Sector High DividendEtf_High_average,AAM S&P 500 Sector High DividendEtf_High_max,AAM S&P 500 Sector High DividendEtf_High_min,AAM S&P 500 Sector High DividendEtf_High_volatility,AAM S&P 500 Sector High DividendEtf_High_change,AAM S&P 500 Sector High DividendEtf_Low_average,AAM S&P 500 Sector High DividendEtf_Low_max,AAM S&P 500 Sector High DividendEtf_Low_min,AAM S&P 500 Sector High DividendEtf_Low_volatility,AAM S&P 500 Sector High DividendEtf_Low_change,AAM S&P 500 Sector High DividendEtf_Close_average,AAM S&P 500 Sector High DividendEtf_Close_max,AAM S&P 500 Sector High DividendEtf_Close_min,AAM S&P 500 Sector High DividendEtf_Close_volatility,AAM S&P 500 Sector High DividendEtf_Close_change
2018-01-14,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-01-21,27.85,27.85,27.85,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.85,27.85,27.85,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2018-01-28,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-02-04,25.1,25.1,25.1,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2018-02-11,26.68,26.68,26.68,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2018-02-18,26.44,26.44,26.44,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2018-02-25,25.75,25.75,25.75,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2018-03-04,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-03-11,26.69,26.69,26.69,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2018-03-18,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-03-25,25.94,25.94,25.94,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-04-01,26.1,26.1,26.1,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-04-08,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-04-15,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-04-22,26.55,26.55,26.55,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2018-04-29,25.58,25.58,25.58,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.58,25.58,25.58,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-05-06,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-05-13,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-05-20,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-05-27,26.65,26.65,26.65,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2018-06-03,27.01,27.01,27.01,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2018-06-10,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-06-17,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-06-24,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-07-01,26.57,26.57,26.57,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-07-08,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-07-15,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-07-22,27.09,27.09,27.09,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-07-29,27.41,27.41,27.41,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2018-08-05,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-08-12,27.59,27.59,27.59,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2018-08-19,27.9,27.9,27.9,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-08-26,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.77,27.77,27.77,0.0,0.0
