Date,ATLOStock_Open_average,ATLOStock_Open_max,ATLOStock_Open_min,ATLOStock_Open_volatility,ATLOStock_Open_change,ATLOStock_High_average,ATLOStock_High_max,ATLOStock_High_min,ATLOStock_High_volatility,ATLOStock_High_change,ATLOStock_Low_average,ATLOStock_Low_max,ATLOStock_Low_min,ATLOStock_Low_volatility,ATLOStock_Low_change,ATLOStock_Close_average,ATLOStock_Close_max,ATLOStock_Close_min,ATLOStock_Close_volatility,ATLOStock_Close_change,ATLOStock_Volume_average,ATLOStock_Volume_max,ATLOStock_Volume_min,ATLOStock_Volume_volatility,ATLOStock_Volume_change
2018-01-14,29.7125,29.95,29.3,0.6499999999999986,-0.5999999999999979,29.9125,30.0,29.7,0.3000000000000007,0.05000000000000071,29.33,29.5,29.25,0.25,0.030000000000001137,29.675,29.8,29.5,0.3000000000000007,0.10000000000000142,6499,10127,4572,5555,-4305
2018-01-21,29.468,29.75,29.25,0.5,-0.5,29.552,29.77,29.3,0.46999999999999886,-0.4499999999999993,29.194,29.45,29.0,0.4499999999999993,-0.1999999999999993,29.32,29.6,29.05,0.5500000000000007,-0.3000000000000007,2505,3728,1016,2712,-1547
2018-01-28,28.374,29.05,27.8,1.25,-1.0500000000000007,28.618,29.29,28.1,1.1899999999999977,-1.0,28.17,28.7,27.75,0.9499999999999993,-0.8999999999999986,28.27,28.7,27.8,0.8999999999999986,-0.8999999999999986,4404,5897,2358,3539,3539
2018-02-04,27.01,27.75,26.75,1.0,-0.8000000000000007,27.3,28.0,26.85,1.1499999999999986,0.1999999999999993,26.66,26.85,26.25,0.6000000000000014,-0.05000000000000071,26.830000000000002,27.0,26.7,0.3000000000000007,0.14999999999999858,8782,11026,6340,4686,-3222
2018-02-11,26.75,27.25,26.45,0.8000000000000007,-0.5,27.224,27.4,27.0,0.3999999999999986,-0.21999999999999886,26.49,26.7,26.4,0.3000000000000007,-0.3000000000000007,26.84,27.1,26.6,0.5,0.14999999999999858,4593,6460,2283,4177,-3970
2018-02-18,26.8625,27.05,26.6,0.4499999999999993,0.0,27.2625,27.95,27.0,0.9499999999999993,-0.8999999999999986,26.675,26.9,26.5,0.3999999999999986,0.3999999999999986,26.7875,27.0,26.5,0.5,0.3999999999999986,5437,7623,4255,3368,-2675
2018-02-25,26.842,27.27,26.0,1.2699999999999996,-1.1400000000000006,27.204,27.8,26.8,1.0,-0.14999999999999858,26.48,27.0,26.0,1.0,-0.6999999999999993,26.89,27.4,26.4,1.0,-0.10000000000000142,4643,5754,2500,3254,1721
2018-03-04,26.95,27.4,26.7,0.6999999999999993,-0.25,27.44,27.5,27.3,0.1999999999999993,0.0,26.82,26.95,26.7,0.25,-0.1999999999999993,27.3,27.4,27.05,0.34999999999999787,0.0,3534,3948,3211,737,-737
2018-03-11,27.77,28.75,27.25,1.5,1.5,28.33,29.1,27.5,1.6000000000000014,1.6000000000000014,27.462,28.35,27.16,1.1900000000000013,1.1000000000000014,28.19,29.1,27.5,1.6000000000000014,1.6000000000000014,10703,29258,4980,24278,23373
2018-03-18,28.29,28.55,27.95,0.6000000000000014,-0.6000000000000014,28.466,28.73,28.15,0.5800000000000018,-0.5500000000000007,27.75,28.1,27.2,0.9000000000000021,-0.9000000000000021,27.94,28.7,27.2,1.5,-1.5,5910,9993,2739,7254,5470
