Date,Deutsche X-trackers MSCI Eurozone_Open_average,Deutsche X-trackers MSCI Eurozone_Open_max,Deutsche X-trackers MSCI Eurozone_Open_min,Deutsche X-trackers MSCI Eurozone_Open_volatility,Deutsche X-trackers MSCI Eurozone_Open_change,Deutsche X-trackers MSCI Eurozone_High_average,Deutsche X-trackers MSCI Eurozone_High_max,Deutsche X-trackers MSCI Eurozone_High_min,Deutsche X-trackers MSCI Eurozone_High_volatility,Deutsche X-trackers MSCI Eurozone_High_change,Deutsche X-trackers MSCI Eurozone_Low_average,Deutsche X-trackers MSCI Eurozone_Low_max,Deutsche X-trackers MSCI Eurozone_Low_min,Deutsche X-trackers MSCI Eurozone_Low_volatility,Deutsche X-trackers MSCI Eurozone_Low_change,Deutsche X-trackers MSCI Eurozone_Close_average,Deutsche X-trackers MSCI Eurozone_Close_max,Deutsche X-trackers MSCI Eurozone_Close_min,Deutsche X-trackers MSCI Eurozone_Close_volatility,Deutsche X-trackers MSCI Eurozone_Close_change
2018-01-14,31.89,31.89,31.89,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-01-21,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2018-01-28,30.39,30.39,30.39,0.0,0.0,30.44,30.44,30.44,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2018-02-04,29.63,29.63,29.63,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-02-11,30.13,30.13,30.13,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-02-18,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2018-02-25,29.37,29.37,29.37,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-03-04,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-03-11,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-03-18,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.33,29.33,29.33,0.0,0.0
