Date,MSON_Open_average,MSON_Open_max,MSON_Open_min,MSON_Open_volatility,MSON_Open_change,MSON_High_average,MSON_High_max,MSON_High_min,MSON_High_volatility,MSON_High_change,MSON_Low_average,MSON_Low_max,MSON_Low_min,MSON_Low_volatility,MSON_Low_change,MSON_Close_average,MSON_Close_max,MSON_Close_min,MSON_Close_volatility,MSON_Close_change,MSON_Volume_average,MSON_Volume_max,MSON_Volume_min,MSON_Volume_volatility,MSON_Volume_change
2018-01-14,9.32,9.57,9.13,0.4399999999999995,-0.3199999999999985,9.428,9.57,9.3,0.2699999999999996,-0.1399999999999988,9.156,9.3,9.03,0.27000000000000135,-0.16999999999999993,9.236,9.35,9.15,0.1999999999999993,-0.019999999999999574,6133,10309,2233,8076,-58
2018-01-21,8.95,9.1,8.7,0.40000000000000036,-0.09999999999999964,9.06,9.2,8.85,0.34999999999999964,-0.09999999999999964,8.74,8.95,8.25,0.6999999999999993,0.6999999999999993,8.87,9.05,8.5,0.5500000000000007,0.4499999999999993,8940,29188,554,28634,-28634
2018-01-28,9.07,9.4,8.9,0.5,0.45000000000000107,9.13,9.4,9.0,0.40000000000000036,0.40000000000000036,8.92,9.0,8.85,0.15000000000000036,0.15000000000000036,9.03,9.2,8.85,0.34999999999999964,0.34999999999999964,4368,6931,2734,4197,4120
2018-02-04,9.69,10.4,9.0,1.4000000000000004,1.3000000000000007,10.15,10.7,9.1,1.5999999999999996,1.5999999999999996,9.482,10.1,8.61,1.4900000000000002,1.4900000000000002,9.9,10.4,8.95,1.450000000000001,1.3000000000000007,25565,44184,15899,28285,2933
2018-02-11,10.075,10.2,9.8,0.3999999999999986,-0.3999999999999986,10.212499999999999,10.45,10.1,0.34999999999999964,-0.09999999999999964,9.895,10.05,9.73,0.3200000000000003,-0.3000000000000007,10.084999999999999,10.2,9.95,0.25,-0.1999999999999993,7824,12000,5062,6938,3429
2018-02-18,10.056,10.2,9.65,0.5499999999999989,0.5499999999999989,10.19,10.25,10.1,0.15000000000000036,0.09999999999999964,9.91,10.05,9.6,0.45000000000000107,0.40000000000000036,10.034,10.25,9.75,0.5,0.40000000000000036,7829,17634,2259,15375,-6454
2018-02-25,10.02,10.2,9.8,0.3999999999999986,-0.29999999999999893,10.104,10.22,9.9,0.3200000000000003,-0.1999999999999993,9.9,10.1,9.7,0.40000000000000036,-0.34999999999999964,9.96,10.15,9.8,0.34999999999999964,-0.3000000000000007,9289,18450,2527,15923,6400
2018-03-04,10.048,10.15,9.94,0.21000000000000085,0.0,10.2,10.5,10.0,0.5,-0.3000000000000007,9.966,10.0,9.93,0.07000000000000028,-0.05000000000000071,10.04,10.2,9.95,0.25,-0.14999999999999858,14401,36995,5094,31901,-26221
2018-03-11,10.03,10.15,9.9,0.25,-0.09999999999999964,10.21,10.4,10.05,0.34999999999999964,0.25,9.959999999999999,10.04,9.9,0.1399999999999988,0.03999999999999915,10.16,10.4,10.0,0.40000000000000036,0.40000000000000036,6816,15784,968,14816,6688
2018-03-18,10.118,10.25,9.75,0.5,-0.5,10.2,10.35,9.95,0.40000000000000036,-0.40000000000000036,10.02,10.25,9.55,0.6999999999999993,-0.6999999999999993,10.11,10.25,9.95,0.3000000000000007,-0.3000000000000007,4403,8375,1317,7058,3551
