Date,iShares 0-5 Year High Yield Corporate Bond_Open_average,iShares 0-5 Year High Yield Corporate Bond_Open_max,iShares 0-5 Year High Yield Corporate Bond_Open_min,iShares 0-5 Year High Yield Corporate Bond_Open_volatility,iShares 0-5 Year High Yield Corporate Bond_Open_change,iShares 0-5 Year High Yield Corporate Bond_High_average,iShares 0-5 Year High Yield Corporate Bond_High_max,iShares 0-5 Year High Yield Corporate Bond_High_min,iShares 0-5 Year High Yield Corporate Bond_High_volatility,iShares 0-5 Year High Yield Corporate Bond_High_change,iShares 0-5 Year High Yield Corporate Bond_Low_average,iShares 0-5 Year High Yield Corporate Bond_Low_max,iShares 0-5 Year High Yield Corporate Bond_Low_min,iShares 0-5 Year High Yield Corporate Bond_Low_volatility,iShares 0-5 Year High Yield Corporate Bond_Low_change,iShares 0-5 Year High Yield Corporate Bond_Close_average,iShares 0-5 Year High Yield Corporate Bond_Close_max,iShares 0-5 Year High Yield Corporate Bond_Close_min,iShares 0-5 Year High Yield Corporate Bond_Close_volatility,iShares 0-5 Year High Yield Corporate Bond_Close_change
2018-10-07,46.61,46.61,46.61,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-10-14,46.49,46.49,46.49,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.43,46.43,46.43,0.0,0.0
2018-10-21,46.27,46.27,46.27,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2018-10-28,46.18,46.18,46.18,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2018-11-04,46.31,46.31,46.31,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2018-11-11,45.72,45.72,45.72,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2018-11-18,45.65,45.65,45.65,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-11-25,45.88,45.88,45.88,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2018-12-02,45.66,45.66,45.66,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2018-12-09,45.66,45.66,45.66,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2018-12-16,44.33,44.33,44.33,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2018-12-23,44.49,44.49,44.49,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2018-12-30,44.68,44.68,44.68,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.68,44.68,44.68,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2019-01-06,45.72,45.72,45.72,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2019-01-13,45.99,45.99,45.99,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.05,46.05,46.05,0.0,0.0
2019-01-20,46.01,46.01,46.01,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2019-01-27,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-02-03,46.11,46.11,46.11,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-02-10,46.35,46.35,46.35,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2019-02-17,46.47,46.47,46.47,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-02-24,46.47,46.47,46.47,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-03-03,46.19,46.19,46.19,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-03-10,46.5,46.5,46.5,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2019-03-17,46.53,46.53,46.53,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-03-24,46.69,46.69,46.69,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2019-03-31,46.59,46.59,46.59,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2019-04-07,46.79,46.79,46.79,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-04-14,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2019-04-21,46.82,46.82,46.82,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2019-04-28,46.62,46.62,46.62,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2019-05-05,46.45,46.45,46.45,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-05-12,46.41,46.41,46.41,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2019-05-19,46.41,46.41,46.41,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2019-05-26,46.14,46.14,46.14,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2019-06-02,46.32,46.32,46.32,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-06-09,46.4,46.4,46.4,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-06-16,46.79,46.79,46.79,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-06-23,46.73,46.73,46.73,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-06-30,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2019-07-07,46.51,46.51,46.51,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.57,46.57,46.57,0.0,0.0
2019-07-14,46.51,46.51,46.51,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-07-21,46.61,46.61,46.61,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2019-07-28,46.33,46.33,46.33,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2019-08-04,46.16,46.16,46.16,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-08-11,46.06,46.06,46.06,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-08-18,46.38,46.38,46.38,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-08-25,46.6,46.6,46.6,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2019-09-01,46.39,46.39,46.39,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2019-09-08,46.45,46.45,46.45,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2019-09-15,46.56,46.56,46.56,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2019-09-22,46.49,46.49,46.49,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-09-29,46.08,46.08,46.08,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2019-10-06,46.2,46.2,46.2,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-10-13,46.35,46.35,46.35,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2019-10-20,46.43,46.43,46.43,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-10-27,46.15,46.15,46.15,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-11-03,46.19,46.19,46.19,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-11-10,46.19,46.19,46.19,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-11-17,46.01,46.01,46.01,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2019-11-24,46.13,46.13,46.13,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-12-01,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2019-12-08,46.31,46.31,46.31,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2019-12-15,46.37,46.37,46.37,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2019-12-22,46.44,46.44,46.44,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2019-12-29,46.44,46.44,46.44,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.54,46.54,46.54,0.0,0.0
