Date,SPDR Wells Fargo Preferred StockEtf_Open_average,SPDR Wells Fargo Preferred StockEtf_Open_max,SPDR Wells Fargo Preferred StockEtf_Open_min,SPDR Wells Fargo Preferred StockEtf_Open_volatility,SPDR Wells Fargo Preferred StockEtf_Open_change,SPDR Wells Fargo Preferred StockEtf_High_average,SPDR Wells Fargo Preferred StockEtf_High_max,SPDR Wells Fargo Preferred StockEtf_High_min,SPDR Wells Fargo Preferred StockEtf_High_volatility,SPDR Wells Fargo Preferred StockEtf_High_change,SPDR Wells Fargo Preferred StockEtf_Low_average,SPDR Wells Fargo Preferred StockEtf_Low_max,SPDR Wells Fargo Preferred StockEtf_Low_min,SPDR Wells Fargo Preferred StockEtf_Low_volatility,SPDR Wells Fargo Preferred StockEtf_Low_change,SPDR Wells Fargo Preferred StockEtf_Close_average,SPDR Wells Fargo Preferred StockEtf_Close_max,SPDR Wells Fargo Preferred StockEtf_Close_min,SPDR Wells Fargo Preferred StockEtf_Close_volatility,SPDR Wells Fargo Preferred StockEtf_Close_change
2018-07-29,42.89,42.89,42.89,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2018-08-05,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2018-08-12,43.14,43.14,43.14,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2018-08-19,43.3,43.3,43.3,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2018-08-26,43.54,43.54,43.54,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2018-09-02,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2018-09-09,42.98,42.98,42.98,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-09-16,42.62,42.62,42.62,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.72,42.72,42.72,0.0,0.0
2018-09-23,42.6,42.6,42.6,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2018-09-30,41.18,41.18,41.18,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2018-10-07,41.2,41.2,41.2,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2018-10-14,41.28,41.28,41.28,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2018-10-21,41.51,41.51,41.51,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2018-10-28,41.47,41.47,41.47,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-11-04,41.37,41.37,41.37,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2018-11-11,41.03,41.03,41.03,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-11-18,40.65,40.65,40.65,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2018-11-25,40.51,40.51,40.51,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-12-02,40.01,40.01,40.01,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2018-12-09,39.77,39.77,39.77,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2018-12-16,38.86,38.86,38.86,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-12-23,38.61,38.61,38.61,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.61,38.61,38.61,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2018-12-30,40.42,40.42,40.42,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-01-06,40.86,40.86,40.86,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-01-13,41.19,41.19,41.19,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-01-20,41.3,41.3,41.3,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2019-01-27,41.84,41.84,41.84,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2019-02-03,41.58,41.58,41.58,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-02-10,42.28,42.28,42.28,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-02-17,42.15,42.15,42.15,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2019-02-24,42.23,42.23,42.23,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-03-03,42.34,42.34,42.34,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2019-03-10,42.69,42.69,42.69,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2019-03-17,42.55,42.55,42.55,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-03-24,42.65,42.65,42.65,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-03-31,42.86,42.86,42.86,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2019-04-07,42.7,42.7,42.7,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-04-14,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2019-04-21,42.75,42.75,42.75,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2019-04-28,42.78,42.78,42.78,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2019-05-05,42.56,42.56,42.56,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-05-12,42.94,42.94,42.94,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2019-05-19,42.82,42.82,42.82,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-05-26,42.92,42.92,42.92,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.92,42.92,42.92,0.0,0.0
2019-06-02,42.93,42.93,42.93,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-06-09,43.09,43.09,43.09,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-06-16,43.35,43.35,43.35,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2019-06-23,43.26,43.26,43.26,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2019-06-30,43.18,43.18,43.18,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2019-07-07,43.3,43.3,43.3,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2019-07-14,43.76,43.76,43.76,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-07-21,43.74,43.74,43.74,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-07-28,43.7,43.7,43.7,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2019-08-04,43.45,43.45,43.45,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-08-11,44.06,44.06,44.06,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2019-08-18,44.21,44.21,44.21,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-08-25,44.16,44.16,44.16,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-09-01,44.09,44.09,44.09,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2019-09-08,43.88,43.88,43.88,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-09-15,44.02,44.02,44.02,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2019-09-22,44.11,44.11,44.11,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-09-29,44.0,44.0,44.0,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.94,43.94,43.94,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-10-06,44.09,44.09,44.09,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-10-13,44.24,44.24,44.24,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-10-20,44.38,44.38,44.38,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2019-10-27,44.0,44.0,44.0,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-11-03,43.45,43.45,43.45,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-11-10,43.93,43.93,43.93,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-11-17,43.77,43.77,43.77,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2019-11-24,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2019-12-01,43.2,43.2,43.2,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-12-08,43.57,43.57,43.57,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-12-15,43.83,43.83,43.83,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-12-22,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-12-29,44.33,44.33,44.33,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.36,44.36,44.36,0.0,0.0
