Date,iShares Short Maturity Bond_etf_Open_average,iShares Short Maturity Bond_etf_Open_max,iShares Short Maturity Bond_etf_Open_min,iShares Short Maturity Bond_etf_Open_volatility,iShares Short Maturity Bond_etf_Open_change,iShares Short Maturity Bond_etf_High_average,iShares Short Maturity Bond_etf_High_max,iShares Short Maturity Bond_etf_High_min,iShares Short Maturity Bond_etf_High_volatility,iShares Short Maturity Bond_etf_High_change,iShares Short Maturity Bond_etf_Low_average,iShares Short Maturity Bond_etf_Low_max,iShares Short Maturity Bond_etf_Low_min,iShares Short Maturity Bond_etf_Low_volatility,iShares Short Maturity Bond_etf_Low_change,iShares Short Maturity Bond_etf_Close_average,iShares Short Maturity Bond_etf_Close_max,iShares Short Maturity Bond_etf_Close_min,iShares Short Maturity Bond_etf_Close_volatility,iShares Short Maturity Bond_etf_Close_change
2019-04-07,50.16,50.16,50.16,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-04-14,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-04-21,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-04-28,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-05-05,50.19,50.19,50.19,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-05-12,50.23,50.23,50.23,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-05-19,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-05-26,50.29,50.29,50.29,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-06-02,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-06-09,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-06-16,50.31,50.31,50.31,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-06-23,50.33,50.33,50.33,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-06-30,50.23,50.23,50.23,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-07-07,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-07-14,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-07-21,50.31,50.31,50.31,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-07-28,50.25,50.25,50.25,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-08-04,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-08-11,50.28,50.28,50.28,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.29,50.29,50.29,0.0,0.0
2019-08-18,50.31,50.31,50.31,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-08-25,50.34,50.34,50.34,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-09-01,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-09-08,50.27,50.27,50.27,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-09-15,50.3,50.3,50.3,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-09-22,50.33,50.33,50.33,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-09-29,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-10-06,50.29,50.29,50.29,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-10-13,50.3,50.3,50.3,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-10-20,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-10-27,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-11-03,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-11-10,50.3,50.3,50.3,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-11-17,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-11-24,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-12-01,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-12-08,50.28,50.28,50.28,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-12-15,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-12-22,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-12-29,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.26,50.26,50.26,0.0,0.0
