Date,Global X Social Media_etf_Open_average,Global X Social Media_etf_Open_max,Global X Social Media_etf_Open_min,Global X Social Media_etf_Open_volatility,Global X Social Media_etf_Open_change,Global X Social Media_etf_High_average,Global X Social Media_etf_High_max,Global X Social Media_etf_High_min,Global X Social Media_etf_High_volatility,Global X Social Media_etf_High_change,Global X Social Media_etf_Low_average,Global X Social Media_etf_Low_max,Global X Social Media_etf_Low_min,Global X Social Media_etf_Low_volatility,Global X Social Media_etf_Low_change,Global X Social Media_etf_Close_average,Global X Social Media_etf_Close_max,Global X Social Media_etf_Close_min,Global X Social Media_etf_Close_volatility,Global X Social Media_etf_Close_change
2018-01-14,35.03,35.03,35.03,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.94,34.94,34.94,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-01-21,35.74,35.74,35.74,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-01-28,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-02-04,34.4,34.4,34.4,0.0,0.0,35.1,35.1,35.1,0.0,0.0,33.57,33.57,33.57,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-02-11,37.48,37.48,37.48,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-02-18,37.43,37.43,37.43,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2018-02-25,35.84,35.84,35.84,0.0,0.0,36.92,36.92,36.92,0.0,0.0,35.62,35.62,35.62,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-03-04,38.61,38.61,38.61,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2018-03-11,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-03-18,35.98,35.98,35.98,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-03-25,34.28,34.28,34.28,0.0,0.0,34.83,34.83,34.83,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2018-04-01,33.61,33.61,33.61,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2018-04-08,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2018-04-15,34.66,34.66,34.66,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-04-22,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2018-04-29,32.96,32.96,32.96,0.0,0.0,33.52,33.52,33.52,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2018-05-06,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-05-13,34.25,34.25,34.25,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-05-20,34.23,34.23,34.23,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-05-27,35.16,35.16,35.16,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2018-06-03,36.06,36.06,36.06,0.0,0.0,36.69,36.69,36.69,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-06-10,37.93,37.93,37.93,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-06-17,37.12,37.12,37.12,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.8,36.8,36.8,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2018-06-24,35.81,35.81,35.81,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2018-07-01,35.93,35.93,35.93,0.0,0.0,36.72,36.72,36.72,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-07-08,36.99,36.99,36.99,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-07-15,36.15,36.15,36.15,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2018-07-22,35.23,35.23,35.23,0.0,0.0,35.34,35.34,35.34,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-07-29,32.99,32.99,32.99,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.07,33.07,33.07,0.0,0.0
