Date,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Open_average,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Open_max,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Open_min,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Open_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Open_change,WisdomTree Fundamental U.S. High Yield Corporate B_etf_High_average,WisdomTree Fundamental U.S. High Yield Corporate B_etf_High_max,WisdomTree Fundamental U.S. High Yield Corporate B_etf_High_min,WisdomTree Fundamental U.S. High Yield Corporate B_etf_High_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_etf_High_change,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Low_average,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Low_max,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Low_min,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Low_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Low_change,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Close_average,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Close_max,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Close_min,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Close_volatility,WisdomTree Fundamental U.S. High Yield Corporate B_etf_Close_change
2019-02-10,50.07,50.07,50.07,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-02-17,50.25,50.25,50.25,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-02-24,50.29,50.29,50.29,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2019-03-03,50.12,50.12,50.12,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-03-10,50.78,50.78,50.78,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-03-17,50.85,50.85,50.85,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-03-24,50.73,50.73,50.73,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-03-31,51.1,51.1,51.1,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-04-07,51.45,51.45,51.45,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-04-14,51.31,51.31,51.31,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-04-21,51.25,51.25,51.25,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.26,51.26,51.26,0.0,0.0
2019-04-28,51.32,51.32,51.32,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-05-05,50.61,50.61,50.61,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-05-12,50.73,50.73,50.73,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-05-19,50.61,50.61,50.61,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-05-26,49.97,49.97,49.97,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-06-02,50.75,50.75,50.75,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-06-09,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-06-16,51.55,51.55,51.55,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-06-23,51.35,51.35,51.35,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-06-30,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-07-07,51.31,51.31,51.31,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-07-14,51.17,51.17,51.17,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-07-21,51.28,51.28,51.28,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-07-28,51.27,51.27,51.27,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-08-04,51.0,51.0,51.0,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-08-11,51.0,51.0,51.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-08-18,51.48,51.48,51.48,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-08-25,51.44,51.44,51.44,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-09-01,51.64,51.64,51.64,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-09-08,51.7,51.7,51.7,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2019-09-15,51.83,51.83,51.83,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-09-22,51.47,51.47,51.47,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-09-29,51.18,51.18,51.18,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-10-06,51.35,51.35,51.35,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-10-13,51.5,51.5,51.5,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2019-10-20,51.5,51.5,51.5,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2019-10-27,51.5,51.5,51.5,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.49,51.49,51.49,0.0,0.0
2019-11-03,51.51,51.51,51.51,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-11-10,51.53,51.53,51.53,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-11-17,51.32,51.32,51.32,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-11-24,51.41,51.41,51.41,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2019-12-01,51.55,51.55,51.55,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-12-08,51.99,51.99,51.99,0.0,0.0,52.09,52.09,52.09,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-12-15,52.36,52.36,52.36,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2019-12-22,52.22,52.22,52.22,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-12-29,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.17,52.17,52.17,0.0,0.0
