Date,iShares 0-5 Year Invest Grade Corporate Bond_Open_average,iShares 0-5 Year Invest Grade Corporate Bond_Open_max,iShares 0-5 Year Invest Grade Corporate Bond_Open_min,iShares 0-5 Year Invest Grade Corporate Bond_Open_volatility,iShares 0-5 Year Invest Grade Corporate Bond_Open_change,iShares 0-5 Year Invest Grade Corporate Bond_High_average,iShares 0-5 Year Invest Grade Corporate Bond_High_max,iShares 0-5 Year Invest Grade Corporate Bond_High_min,iShares 0-5 Year Invest Grade Corporate Bond_High_volatility,iShares 0-5 Year Invest Grade Corporate Bond_High_change,iShares 0-5 Year Invest Grade Corporate Bond_Low_average,iShares 0-5 Year Invest Grade Corporate Bond_Low_max,iShares 0-5 Year Invest Grade Corporate Bond_Low_min,iShares 0-5 Year Invest Grade Corporate Bond_Low_volatility,iShares 0-5 Year Invest Grade Corporate Bond_Low_change,iShares 0-5 Year Invest Grade Corporate Bond_Close_average,iShares 0-5 Year Invest Grade Corporate Bond_Close_max,iShares 0-5 Year Invest Grade Corporate Bond_Close_min,iShares 0-5 Year Invest Grade Corporate Bond_Close_volatility,iShares 0-5 Year Invest Grade Corporate Bond_Close_change
2019-02-03,49.98,49.98,49.98,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-02-10,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-02-17,50.08,50.08,50.08,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-02-24,49.99,49.99,49.99,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-03-03,50.11,50.11,50.11,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-03-10,50.2,50.2,50.2,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-03-17,50.4,50.4,50.4,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-03-24,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-03-31,50.3,50.3,50.3,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-04-07,50.3,50.3,50.3,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2019-04-14,50.27,50.27,50.27,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-04-21,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-04-28,50.29,50.29,50.29,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-05-05,50.36,50.36,50.36,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-05-12,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-05-19,50.45,50.45,50.45,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-05-26,50.57,50.57,50.57,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-06-02,50.62,50.62,50.62,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-06-09,50.68,50.68,50.68,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2019-06-16,50.88,50.88,50.88,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-06-23,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-06-30,50.78,50.78,50.78,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.75,50.75,50.75,0.0,0.0
2019-07-07,50.79,50.79,50.79,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-07-14,50.87,50.87,50.87,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-07-21,50.87,50.87,50.87,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-07-28,50.97,50.97,50.97,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-08-04,50.97,50.97,50.97,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-08-11,51.11,51.11,51.11,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-08-18,51.18,51.18,51.18,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2019-08-25,51.2,51.2,51.2,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-09-01,51.06,51.06,51.06,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-09-08,50.86,50.86,50.86,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-09-15,51.05,51.05,51.05,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2019-09-22,51.08,51.08,51.08,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-09-29,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.17,51.17,51.17,0.0,0.0
2019-10-06,51.04,51.04,51.04,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.06,51.06,51.06,0.0,0.0
2019-10-13,51.09,51.09,51.09,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-10-20,51.09,51.09,51.09,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-10-27,51.05,51.05,51.05,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-11-03,50.94,50.94,50.94,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2019-11-10,51.07,51.07,51.07,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-11-17,51.06,51.06,51.06,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2019-11-24,50.96,50.96,50.96,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-12-01,51.0,51.0,51.0,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-12-08,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-12-15,50.91,50.91,50.91,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-12-22,51.0,51.0,51.0,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-12-29,51.08,51.08,51.08,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.09,51.09,51.09,0.0,0.0
