Date,Franklin FTSE United Kingdom_etf_Open_average,Franklin FTSE United Kingdom_etf_Open_max,Franklin FTSE United Kingdom_etf_Open_min,Franklin FTSE United Kingdom_etf_Open_volatility,Franklin FTSE United Kingdom_etf_Open_change,Franklin FTSE United Kingdom_etf_High_average,Franklin FTSE United Kingdom_etf_High_max,Franklin FTSE United Kingdom_etf_High_min,Franklin FTSE United Kingdom_etf_High_volatility,Franklin FTSE United Kingdom_etf_High_change,Franklin FTSE United Kingdom_etf_Low_average,Franklin FTSE United Kingdom_etf_Low_max,Franklin FTSE United Kingdom_etf_Low_min,Franklin FTSE United Kingdom_etf_Low_volatility,Franklin FTSE United Kingdom_etf_Low_change,Franklin FTSE United Kingdom_etf_Close_average,Franklin FTSE United Kingdom_etf_Close_max,Franklin FTSE United Kingdom_etf_Close_min,Franklin FTSE United Kingdom_etf_Close_volatility,Franklin FTSE United Kingdom_etf_Close_change
2018-04-22,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-04-29,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2018-05-06,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2018-05-13,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2018-05-20,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2018-05-27,26.45,26.45,26.45,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2018-06-03,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2018-06-10,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-06-17,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-06-24,25.53,25.53,25.53,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2018-07-01,25.45,25.45,25.45,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-07-08,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2018-07-15,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2018-07-22,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-07-29,25.15,25.15,25.15,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-08-05,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2018-08-12,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-08-19,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-08-26,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2018-09-02,24.17,24.17,24.17,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-09-09,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-09-16,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-09-23,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-09-30,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-10-07,23.61,23.61,23.61,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2018-10-14,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2018-10-21,22.66,22.66,22.66,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-10-28,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2018-11-04,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2018-11-11,23.1,23.1,23.1,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-11-18,22.99,22.99,22.99,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2018-11-25,22.82,22.82,22.82,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2018-12-02,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-12-09,22.01,22.01,22.01,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2018-12-16,21.36,21.36,21.36,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2018-12-23,21.53,21.53,21.53,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2018-12-30,21.78,21.78,21.78,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.78,21.78,21.78,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-01-06,22.41,22.41,22.41,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2019-01-13,22.83,22.83,22.83,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2019-01-20,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-01-27,23.25,23.25,23.25,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-02-03,23.24,23.24,23.24,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2019-02-10,23.58,23.58,23.58,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-02-17,23.91,23.91,23.91,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-02-24,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-03-03,23.73,23.73,23.73,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2019-03-10,24.57,24.57,24.57,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-03-17,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-03-24,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-03-31,24.87,24.87,24.87,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2019-04-07,24.94,24.94,24.94,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2019-04-14,24.98,24.98,24.98,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-04-21,24.72,24.72,24.72,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-04-28,24.89,24.89,24.89,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-05-05,24.25,24.25,24.25,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2019-05-12,24.11,24.11,24.11,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-05-19,23.76,23.76,23.76,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-05-26,23.27,23.27,23.27,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2019-06-02,24.13,24.13,24.13,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-06-09,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-06-16,23.79,23.79,23.79,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2019-06-23,23.82,23.82,23.82,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-06-30,23.98,23.98,23.98,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-07-07,23.86,23.86,23.86,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-07-14,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-07-21,23.82,23.82,23.82,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-07-28,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-08-04,22.46,22.46,22.46,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-08-11,22.08,22.08,22.08,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-08-18,22.31,22.31,22.31,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2019-08-25,22.46,22.46,22.46,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2019-09-01,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2019-09-08,23.54,23.54,23.54,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-09-15,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2019-09-22,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-09-29,22.58,22.58,22.58,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-10-06,23.51,23.51,23.51,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2019-10-13,23.87,23.87,23.87,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2019-10-20,24.13,24.13,24.13,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-10-27,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-11-03,24.39,24.39,24.39,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-11-10,24.32,24.32,24.32,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-11-17,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-11-24,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-12-01,24.6,24.6,24.6,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-12-08,25.02,25.02,25.02,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-12-15,25.0,25.0,25.0,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-12-22,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-12-29,25.2,25.2,25.2,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0
