Date,ProShares SP 500 ex Health Care_Open_average,ProShares SP 500 ex Health Care_Open_max,ProShares SP 500 ex Health Care_Open_min,ProShares SP 500 ex Health Care_Open_volatility,ProShares SP 500 ex Health Care_Open_change,ProShares SP 500 ex Health Care_High_average,ProShares SP 500 ex Health Care_High_max,ProShares SP 500 ex Health Care_High_min,ProShares SP 500 ex Health Care_High_volatility,ProShares SP 500 ex Health Care_High_change,ProShares SP 500 ex Health Care_Low_average,ProShares SP 500 ex Health Care_Low_max,ProShares SP 500 ex Health Care_Low_min,ProShares SP 500 ex Health Care_Low_volatility,ProShares SP 500 ex Health Care_Low_change,ProShares SP 500 ex Health Care_Close_average,ProShares SP 500 ex Health Care_Close_max,ProShares SP 500 ex Health Care_Close_min,ProShares SP 500 ex Health Care_Close_volatility,ProShares SP 500 ex Health Care_Close_change
2018-08-26,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-09-02,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2018-09-09,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2018-09-16,56.59,56.59,56.59,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2018-09-23,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-09-30,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2018-10-07,58.18,58.18,58.18,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-10-14,57.64,57.64,57.64,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2018-10-21,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2018-10-28,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-11-04,55.16,55.16,55.16,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2018-11-11,56.16,56.16,56.16,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2018-11-18,54.36,54.36,54.36,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2018-11-25,54.52,54.52,54.52,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2018-12-02,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2018-12-09,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-12-16,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2018-12-23,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2018-12-30,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-01-06,53.27,53.27,53.27,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2019-01-13,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2019-01-20,54.61,54.61,54.61,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2019-01-27,56.32,56.32,56.32,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2019-02-03,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0
2019-02-10,57.33,57.33,57.33,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.39,57.39,57.39,0.0,0.0
2019-02-17,57.99,57.99,57.99,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.99,57.99,57.99,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-02-24,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2019-03-03,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-03-10,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2019-03-17,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.11,58.11,58.11,0.0,0.0
2019-03-24,59.68,59.68,59.68,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2019-03-31,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-04-07,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2019-04-14,61.32,61.32,61.32,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2019-04-21,61.89,61.89,61.89,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2019-04-28,61.03,61.03,61.03,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2019-05-05,58.98,58.98,58.98,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.9,58.9,58.9,0.0,0.0
2019-05-12,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2019-05-19,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2019-05-26,58.06,58.06,58.06,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.33,57.33,57.33,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2019-06-02,60.46,60.46,60.46,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.46,60.46,60.46,0.0,0.0
2019-06-09,60.63,60.63,60.63,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-06-16,61.66,61.66,61.66,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.66,61.66,61.66,0.0,0.0
2019-06-23,61.7,61.7,61.7,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.7,61.7,61.7,0.0,0.0,61.85,61.85,61.85,0.0,0.0
2019-06-30,62.23,62.23,62.23,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-07-07,63.13,63.13,63.13,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-07-14,62.6,62.6,62.6,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2019-07-21,63.56,63.56,63.56,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2019-07-28,59.57,59.57,59.57,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-08-04,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-08-11,61.19,61.19,61.19,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2019-08-18,60.27,60.27,60.27,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.27,60.27,60.27,0.0,0.0
2019-08-25,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2019-09-01,62.77,62.77,62.77,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.77,62.77,62.77,0.0,0.0,62.77,62.77,62.77,0.0,0.0
2019-09-08,63.27,63.27,63.27,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2019-09-15,62.98,62.98,62.98,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.98,62.98,62.98,0.0,0.0,62.98,62.98,62.98,0.0,0.0
2019-09-22,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2019-09-29,61.73,61.73,61.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0
2019-10-06,62.34,62.34,62.34,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.34,62.34,62.34,0.0,0.0
2019-10-13,63.11,63.11,63.11,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2019-10-20,63.77,63.77,63.77,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.77,63.77,63.77,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2019-10-27,64.83,64.83,64.83,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2019-11-03,64.76,64.76,64.76,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2019-11-10,65.38,65.38,65.38,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.38,65.38,65.38,0.0,0.0
2019-11-17,65.48,65.48,65.48,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.48,65.48,65.48,0.0,0.0
2019-11-24,65.29,65.29,65.29,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.11,65.11,65.11,0.0,0.0,65.11,65.11,65.11,0.0,0.0
2019-12-01,65.62,65.62,65.62,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2019-12-08,66.72,66.72,66.72,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.72,66.72,66.72,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2019-12-15,67.5,67.5,67.5,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2019-12-22,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.08,67.08,67.08,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2019-12-29,67.55,67.55,67.55,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.55,67.55,67.55,0.0,0.0
