Date,Global X US Infrastructure DevelopmentEtf_Open_average,Global X US Infrastructure DevelopmentEtf_Open_max,Global X US Infrastructure DevelopmentEtf_Open_min,Global X US Infrastructure DevelopmentEtf_Open_volatility,Global X US Infrastructure DevelopmentEtf_Open_change,Global X US Infrastructure DevelopmentEtf_High_average,Global X US Infrastructure DevelopmentEtf_High_max,Global X US Infrastructure DevelopmentEtf_High_min,Global X US Infrastructure DevelopmentEtf_High_volatility,Global X US Infrastructure DevelopmentEtf_High_change,Global X US Infrastructure DevelopmentEtf_Low_average,Global X US Infrastructure DevelopmentEtf_Low_max,Global X US Infrastructure DevelopmentEtf_Low_min,Global X US Infrastructure DevelopmentEtf_Low_volatility,Global X US Infrastructure DevelopmentEtf_Low_change,Global X US Infrastructure DevelopmentEtf_Close_average,Global X US Infrastructure DevelopmentEtf_Close_max,Global X US Infrastructure DevelopmentEtf_Close_min,Global X US Infrastructure DevelopmentEtf_Close_volatility,Global X US Infrastructure DevelopmentEtf_Close_change
2018-03-25,15.86,15.86,15.86,0.0,0.0,16.16,16.16,16.16,0.0,0.0,15.85,15.85,15.85,0.0,0.0,16.05,16.05,16.05,0.0,0.0
2018-04-01,15.96,15.96,15.96,0.0,0.0,16.12,16.12,16.12,0.0,0.0,15.54,15.54,15.54,0.0,0.0,15.74,15.74,15.74,0.0,0.0
2018-04-08,16.26,16.26,16.26,0.0,0.0,16.26,16.26,16.26,0.0,0.0,15.95,15.95,15.95,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2018-04-15,16.23,16.23,16.23,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2018-04-22,15.8,15.8,15.8,0.0,0.0,15.91,15.91,15.91,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2018-04-29,15.49,15.49,15.49,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2018-05-06,16.35,16.35,16.35,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2018-05-13,16.71,16.71,16.71,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-05-20,16.54,16.54,16.54,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2018-05-27,16.68,16.68,16.68,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2018-06-03,16.95,16.95,16.95,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2018-06-10,16.74,16.74,16.74,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.85,16.85,16.85,0.0,0.0
2018-06-17,16.59,16.59,16.59,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2018-06-24,16.15,16.15,16.15,0.0,0.0,16.42,16.42,16.42,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.28,16.28,16.28,0.0,0.0
2018-07-01,16.33,16.33,16.33,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.56,16.56,16.56,0.0,0.0
2018-07-08,16.47,16.47,16.47,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.66,16.66,16.66,0.0,0.0
2018-07-15,16.89,16.89,16.89,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.79,16.79,16.79,0.0,0.0
2018-07-22,17.16,17.16,17.16,0.0,0.0,17.16,17.16,17.16,0.0,0.0,16.94,16.94,16.94,0.0,0.0,17.02,17.02,17.02,0.0,0.0
2018-07-29,16.86,16.86,16.86,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.97,16.97,16.97,0.0,0.0
2018-08-05,17.07,17.07,17.07,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.79,16.79,16.79,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2018-08-12,16.69,16.69,16.69,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2018-08-19,17.09,17.09,17.09,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2018-08-26,17.17,17.17,17.17,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2018-09-02,17.0,17.0,17.0,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2018-09-09,17.33,17.33,17.33,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2018-09-16,17.48,17.48,17.48,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.53,17.53,17.53,0.0,0.0
2018-09-23,17.16,17.16,17.16,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2018-09-30,17.08,17.08,17.08,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2018-10-07,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2018-10-14,15.55,15.55,15.55,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.51,15.51,15.51,0.0,0.0
2018-10-21,14.59,14.59,14.59,0.0,0.0,14.83,14.83,14.83,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2018-10-28,15.52,15.52,15.52,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2018-11-04,16.01,16.01,16.01,0.0,0.0,16.01,16.01,16.01,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2018-11-11,15.67,15.67,15.67,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.66,15.66,15.66,0.0,0.0
2018-11-18,15.21,15.21,15.21,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.05,15.05,15.05,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2018-11-25,15.5,15.5,15.5,0.0,0.0,15.58,15.58,15.58,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2018-12-02,14.79,14.79,14.79,0.0,0.0,15.06,15.06,15.06,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2018-12-09,14.34,14.34,14.34,0.0,0.0,14.34,14.34,14.34,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.01,14.01,14.01,0.0,0.0
2018-12-16,13.33,13.33,13.33,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.12,13.12,13.12,0.0,0.0
2018-12-23,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2018-12-30,13.49,13.49,13.49,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2019-01-06,14.3,14.3,14.3,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2019-01-13,14.75,14.75,14.75,0.0,0.0,14.97,14.97,14.97,0.0,0.0,14.71,14.71,14.71,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2019-01-20,14.52,14.52,14.52,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.8,14.8,14.8,0.0,0.0
2019-01-27,15.0,15.0,15.0,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2019-02-03,15.03,15.03,15.03,0.0,0.0,15.05,15.05,15.05,0.0,0.0,14.86,14.86,14.86,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2019-02-10,15.69,15.69,15.69,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2019-02-17,15.97,15.97,15.97,0.0,0.0,16.04,16.04,16.04,0.0,0.0,15.94,15.94,15.94,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2019-02-24,15.87,15.87,15.87,0.0,0.0,15.92,15.92,15.92,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.84,15.84,15.84,0.0,0.0
2019-03-03,15.33,15.33,15.33,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2019-03-10,15.68,15.68,15.68,0.0,0.0,15.68,15.68,15.68,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2019-03-17,15.77,15.77,15.77,0.0,0.0,15.77,15.77,15.77,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.18,15.18,15.18,0.0,0.0
2019-03-24,15.7,15.7,15.7,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2019-03-31,16.25,16.25,16.25,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-04-07,16.2,16.2,16.2,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-04-14,16.44,16.44,16.44,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2019-04-21,16.28,16.28,16.28,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2019-04-28,16.3,16.3,16.3,0.0,0.0,16.55,16.55,16.55,0.0,0.0,16.3,16.3,16.3,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2019-05-05,16.16,16.16,16.16,0.0,0.0,16.16,16.16,16.16,0.0,0.0,15.74,15.74,15.74,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2019-05-12,15.8,15.8,15.8,0.0,0.0,15.8,15.8,15.8,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.65,15.65,15.65,0.0,0.0
2019-05-19,15.24,15.24,15.24,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.18,15.18,15.18,0.0,0.0,15.24,15.24,15.24,0.0,0.0
2019-05-26,14.84,14.84,14.84,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2019-06-02,15.56,15.56,15.56,0.0,0.0,15.71,15.71,15.71,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2019-06-09,15.7,15.7,15.7,0.0,0.0,15.88,15.88,15.88,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.54,15.54,15.54,0.0,0.0
2019-06-16,15.97,15.97,15.97,0.0,0.0,16.11,16.11,16.11,0.0,0.0,15.94,15.94,15.94,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2019-06-23,16.2,16.2,16.2,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2019-06-30,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2019-07-07,15.96,15.96,15.96,0.0,0.0,16.29,16.29,16.29,0.0,0.0,15.96,15.96,15.96,0.0,0.0,16.24,16.24,16.24,0.0,0.0
2019-07-14,16.12,16.12,16.12,0.0,0.0,16.12,16.12,16.12,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2019-07-21,16.3,16.3,16.3,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2019-07-28,15.65,15.65,15.65,0.0,0.0,15.66,15.66,15.66,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2019-08-04,15.56,15.56,15.56,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2019-08-11,15.03,15.03,15.03,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2019-08-18,15.19,15.19,15.19,0.0,0.0,15.25,15.25,15.25,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2019-08-25,15.41,15.41,15.41,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2019-09-01,15.75,15.75,15.75,0.0,0.0,15.75,15.75,15.75,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.71,15.71,15.71,0.0,0.0
2019-09-08,16.38,16.38,16.38,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.53,16.53,16.53,0.0,0.0
2019-09-15,16.22,16.22,16.22,0.0,0.0,16.36,16.36,16.36,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.22,16.22,16.22,0.0,0.0
2019-09-22,16.2,16.2,16.2,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.09,16.09,16.09,0.0,0.0
2019-09-29,15.54,15.54,15.54,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.64,15.64,15.64,0.0,0.0
2019-10-06,15.88,15.88,15.88,0.0,0.0,16.26,16.26,16.26,0.0,0.0,15.88,15.88,15.88,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2019-10-13,16.35,16.35,16.35,0.0,0.0,16.43,16.43,16.43,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.41,16.41,16.41,0.0,0.0
2019-10-20,16.69,16.69,16.69,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.77,16.77,16.77,0.0,0.0
2019-10-27,16.8,16.8,16.8,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.8,16.8,16.8,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2019-11-03,17.48,17.48,17.48,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2019-11-10,17.35,17.35,17.35,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2019-11-17,17.12,17.12,17.12,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2019-11-24,17.51,17.51,17.51,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-12-01,17.35,17.35,17.35,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2019-12-08,17.79,17.79,17.79,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2019-12-15,17.76,17.76,17.76,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-12-22,17.97,17.97,17.97,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2019-12-29,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2020-01-05,17.65,17.65,17.65,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2020-01-12,17.94,17.94,17.94,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2020-01-19,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2020-01-26,17.31,17.31,17.31,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2020-02-02,17.82,17.82,17.82,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.57,17.57,17.57,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2020-02-09,17.99,17.99,17.99,0.0,0.0,17.99,17.99,17.99,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2020-02-16,17.77,17.77,17.77,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2020-02-23,15.36,15.36,15.36,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.58,15.58,15.58,0.0,0.0
2020-03-01,15.01,15.01,15.01,0.0,0.0,15.36,15.36,15.36,0.0,0.0,14.98,14.98,14.98,0.0,0.0,15.23,15.23,15.23,0.0,0.0
2020-03-08,12.78,12.78,12.78,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2020-03-15,11.21,11.21,11.21,0.0,0.0,11.25,11.25,11.25,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2020-03-22,12.05,12.05,12.05,0.0,0.0,12.15,12.15,12.15,0.0,0.0,11.82,11.82,11.82,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2020-03-29,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2020-04-05,13.38,13.38,13.38,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2020-04-12,12.86,12.86,12.86,0.0,0.0,13.16,13.16,13.16,0.0,0.0,12.66,12.66,12.66,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2020-04-19,12.94,12.94,12.94,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.87,12.87,12.87,0.0,0.0
2020-04-26,13.31,13.31,13.31,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2020-05-03,13.56,13.56,13.56,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2020-05-10,12.54,12.54,12.54,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.77,12.77,12.77,0.0,0.0
2020-05-17,13.88,13.88,13.88,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2020-05-24,14.6,14.6,14.6,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.7,14.7,14.7,0.0,0.0
2020-05-31,16.46,16.46,16.46,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2020-06-07,15.1,15.1,15.1,0.0,0.0,15.11,15.11,15.11,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2020-06-14,15.62,15.62,15.62,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2020-06-21,14.81,14.81,14.81,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2020-06-28,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0,15.16,15.16,15.16,0.0,0.0
2020-07-05,15.18,15.18,15.18,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0
