Date,AGROStock_Open_average,AGROStock_Open_max,AGROStock_Open_min,AGROStock_Open_volatility,AGROStock_Open_change,AGROStock_High_average,AGROStock_High_max,AGROStock_High_min,AGROStock_High_volatility,AGROStock_High_change,AGROStock_Low_average,AGROStock_Low_max,AGROStock_Low_min,AGROStock_Low_volatility,AGROStock_Low_change,AGROStock_Close_average,AGROStock_Close_max,AGROStock_Close_min,AGROStock_Close_volatility,AGROStock_Close_change,AGROStock_Volume_average,AGROStock_Volume_max,AGROStock_Volume_min,AGROStock_Volume_volatility,AGROStock_Volume_change
2018-01-14,9.85,10.09,9.73,0.35999999999999943,-0.3200000000000003,9.915,10.11,9.82,0.28999999999999915,-0.28999999999999915,9.66,9.7,9.58,0.11999999999999922,0.11999999999999922,9.785,9.82,9.73,0.08999999999999986,0.049999999999998934,581695,813375,375695,437680,-437680
2018-01-21,10.048,10.2,9.8,0.3999999999999986,0.35999999999999943,10.208,10.29,10.06,0.22999999999999865,0.1899999999999995,9.998,10.16,9.79,0.370000000000001,0.370000000000001,10.120000000000001,10.23,9.99,0.2400000000000002,0.16999999999999993,474312,701064,295613,405451,-367927
2018-01-28,9.894,10.3,9.65,0.6500000000000004,-0.4400000000000013,9.966,10.3,9.78,0.5200000000000014,-0.4400000000000013,9.668000000000001,9.97,9.38,0.5899999999999999,-0.5899999999999999,9.736,9.98,9.4,0.5800000000000001,-0.5800000000000001,613051,941428,465545,475883,-453638
2018-02-04,9.378,9.61,8.98,0.629999999999999,0.23000000000000043,9.6,9.75,9.37,0.3800000000000008,0.22000000000000064,9.184000000000001,9.43,8.98,0.4499999999999993,0.13000000000000078,9.404,9.57,9.05,0.5199999999999996,0.3899999999999988,1046854,1838725,495785,1342940,93705
2018-02-11,9.292,9.47,9.0,0.47000000000000064,-0.22000000000000064,9.44,9.65,9.25,0.40000000000000036,-0.40000000000000036,9.108,9.29,8.99,0.29999999999999893,-0.15999999999999837,9.26,9.41,9.01,0.40000000000000036,-0.1999999999999993,473782,620567,371608,248959,100828
2018-02-18,9.1375,9.27,8.87,0.40000000000000036,-0.33000000000000007,9.2825,9.48,9.11,0.370000000000001,-0.22000000000000064,8.98,9.16,8.79,0.370000000000001,-0.33999999999999986,9.0725,9.29,8.83,0.4599999999999991,-0.3099999999999987,678386,1142449,219429,923020,923020
2018-02-25,8.968,9.1,8.77,0.33000000000000007,-0.25,9.082,9.21,9.01,0.20000000000000107,-0.10999999999999943,8.84,8.96,8.69,0.27000000000000135,-0.21000000000000085,8.954,9.07,8.82,0.25,-0.15000000000000036,474912,581679,363321,218358,218358
2018-03-04,8.732,8.84,8.61,0.23000000000000043,-0.15000000000000036,8.822,8.95,8.72,0.22999999999999865,-0.16000000000000014,8.554,8.78,8.25,0.5299999999999994,-0.5299999999999994,8.634,8.82,8.31,0.5099999999999998,-0.5099999999999998,518013,843781,306629,537152,491242
2018-03-11,8.312,8.36,8.2,0.16000000000000014,-0.15000000000000036,8.448,8.55,8.32,0.23000000000000043,-0.23000000000000043,8.196,8.32,8.07,0.25,-0.15000000000000036,8.27,8.35,8.13,0.21999999999999886,-0.16999999999999993,1221595,1524484,888869,635615,-601197
2018-03-18,7.862,8.09,7.67,0.41999999999999993,-0.3700000000000001,7.922,8.15,7.73,0.41999999999999993,-0.41999999999999993,7.64,7.79,7.51,0.28000000000000025,-0.20000000000000018,7.776,7.93,7.6,0.33000000000000007,-0.3200000000000003,730415,1154508,434717,719791,-383257
