Date,AMSStock_Open_average,AMSStock_Open_max,AMSStock_Open_min,AMSStock_Open_volatility,AMSStock_Open_change,AMSStock_High_average,AMSStock_High_max,AMSStock_High_min,AMSStock_High_volatility,AMSStock_High_change,AMSStock_Low_average,AMSStock_Low_max,AMSStock_Low_min,AMSStock_Low_volatility,AMSStock_Low_change,AMSStock_Close_average,AMSStock_Close_max,AMSStock_Close_min,AMSStock_Close_volatility,AMSStock_Close_change,AMSStock_Volume_average,AMSStock_Volume_max,AMSStock_Volume_min,AMSStock_Volume_volatility,AMSStock_Volume_change
2018-01-14,2.75,2.8,2.7,0.09999999999999964,0.0,2.77325,2.8,2.75,0.04999999999999982,0.04300000000000015,2.7207500000000002,2.75,2.7,0.04999999999999982,0.04999999999999982,2.7565,2.793,2.733,0.06000000000000005,0.04300000000000015,1224,1901,96,1805,-1394
2018-01-21,2.78,2.9,2.65,0.25,0.20000000000000018,2.8418,2.9,2.792,0.1080000000000001,0.058000000000000274,2.75,2.85,2.65,0.20000000000000018,0.10000000000000009,2.8018,2.867,2.75,0.11699999999999999,-0.041999999999999815,1437,2830,533,2297,-292
2018-01-28,2.73,2.75,2.7,0.04999999999999982,-0.04999999999999982,2.73,2.75,2.7,0.04999999999999982,-0.04999999999999982,2.685,2.7,2.65,0.050000000000000266,-0.050000000000000266,2.685,2.7,2.65,0.050000000000000266,-0.050000000000000266,539,954,300,654,-126
2018-02-04,2.6,2.7,2.55,0.15000000000000036,0.050000000000000266,2.64,2.7,2.6,0.10000000000000009,-0.04999999999999982,2.54,2.6,2.5,0.10000000000000009,-0.04999999999999982,2.5824,2.65,2.5,0.1499999999999999,-0.050000000000000266,1783,6952,201,6751,-101
2018-02-11,2.61,2.65,2.55,0.10000000000000009,0.10000000000000009,2.62,2.65,2.6,0.04999999999999982,0.04999999999999982,2.54,2.6,2.45,0.1499999999999999,0.09999999999999964,2.59,2.6,2.55,0.050000000000000266,0.0,761,2531,15,2516,-2429
2018-02-18,2.5625,2.6,2.5,0.10000000000000009,0.10000000000000009,2.5875,2.6,2.55,0.050000000000000266,0.0,2.55,2.6,2.5,0.10000000000000009,0.10000000000000009,2.575,2.6,2.55,0.050000000000000266,0.0,453,696,100,596,185
2018-02-25,2.6,2.65,2.55,0.10000000000000009,0.04999999999999982,2.61,2.65,2.6,0.04999999999999982,0.04999999999999982,2.57,2.6,2.55,0.050000000000000266,0.0,2.58,2.6,2.55,0.050000000000000266,0.0,719,1600,152,1448,-336
2018-03-04,2.57,2.6,2.55,0.050000000000000266,-0.050000000000000266,2.58,2.6,2.55,0.050000000000000266,0.0,2.5391999999999997,2.55,2.5,0.04999999999999982,-0.04999999999999982,2.5591999999999997,2.6,2.546,0.05400000000000027,0.050000000000000266,518,843,212,631,-117
2018-03-11,2.59,2.7,2.55,0.15000000000000036,0.0,2.61,2.7,2.55,0.15000000000000036,-0.050000000000000266,2.56,2.6,2.55,0.050000000000000266,0.0,2.58,2.6,2.55,0.050000000000000266,-0.050000000000000266,686,1285,185,1100,48
2018-03-18,2.6,2.7,2.55,0.15000000000000036,0.15000000000000036,2.65,2.75,2.6,0.1499999999999999,0.10000000000000009,2.59,2.65,2.55,0.10000000000000009,0.10000000000000009,2.64,2.7,2.6,0.10000000000000009,0.10000000000000009,1173,2391,207,2184,1414
