Date,LMNRStock_Open_average,LMNRStock_Open_max,LMNRStock_Open_min,LMNRStock_Open_volatility,LMNRStock_Open_change,LMNRStock_High_average,LMNRStock_High_max,LMNRStock_High_min,LMNRStock_High_volatility,LMNRStock_High_change,LMNRStock_Low_average,LMNRStock_Low_max,LMNRStock_Low_min,LMNRStock_Low_volatility,LMNRStock_Low_change,LMNRStock_Close_average,LMNRStock_Close_max,LMNRStock_Close_min,LMNRStock_Close_volatility,LMNRStock_Close_change,LMNRStock_Volume_average,LMNRStock_Volume_max,LMNRStock_Volume_min,LMNRStock_Volume_volatility,LMNRStock_Volume_change
2018-01-14,21.2375,21.87,20.79,1.0800000000000018,-1.0800000000000018,21.4725,21.97,20.99,0.9800000000000004,-0.36999999999999744,20.6275,21.1,20.18,0.9200000000000017,-0.8100000000000023,21.1075,21.34,20.77,0.5700000000000003,0.08999999999999986,31582,43322,26054,17268,-14801
2018-01-21,21.566,21.99,21.35,0.639999999999997,0.16000000000000014,21.918,22.4,21.56,0.8399999999999999,0.23000000000000043,21.072,21.38,20.6,0.7799999999999976,0.23999999999999844,21.576,22.0,21.32,0.6799999999999997,0.2699999999999996,25908,48098,13766,34332,-5338
2018-01-28,21.392,21.45,21.34,0.10999999999999943,-0.10999999999999943,21.66,21.74,21.53,0.2099999999999973,-0.18999999999999773,21.118000000000002,21.35,20.8,0.5500000000000007,-0.3099999999999987,21.376,21.66,20.82,0.8399999999999999,-0.8399999999999999,21333,27416,15572,11844,-10401
2018-02-04,20.278,20.72,20.01,0.7099999999999973,-0.39000000000000057,20.934,21.26,20.64,0.620000000000001,-0.5,19.89,20.16,19.62,0.5399999999999991,-0.360000000000003,20.054,20.39,19.64,0.75,0.05999999999999872,32878,62954,17875,45079,44255
2018-02-11,20.56,21.57,20.02,1.5500000000000007,1.4299999999999997,21.124,21.75,20.46,1.2899999999999991,1.2899999999999991,20.294,20.78,19.91,0.870000000000001,0.870000000000001,20.792,21.73,20.26,1.4699999999999989,0.5799999999999983,18389,19928,15826,4102,2951
2018-02-18,20.8575,20.86,20.85,0.00999999999999801,0.0,21.2725,21.64,21.13,0.5100000000000016,0.0400000000000027,20.692500000000003,20.85,20.62,0.23000000000000043,0.0,20.9025,21.17,20.72,0.45000000000000284,0.3200000000000003,10584,15265,5650,9615,1955
2018-02-25,21.234,21.46,21.07,0.39000000000000057,-0.030000000000001137,21.432,21.5,21.35,0.14999999999999858,-0.120000000000001,20.868000000000002,21.1,20.62,0.4800000000000004,-0.25,21.282,21.41,21.02,0.39000000000000057,-0.39000000000000057,33751,43187,19485,23702,7641
2018-03-04,21.014,21.23,20.67,0.5599999999999987,0.259999999999998,21.216,21.4,21.05,0.34999999999999787,0.1999999999999993,20.728,20.9,20.6,0.29999999999999716,0.07000000000000028,20.908,21.12,20.77,0.3500000000000014,0.17999999999999972,24311,52969,13845,39124,39070
2018-03-11,22.77,23.22,21.31,1.9100000000000001,1.7600000000000016,23.506,23.99,23.09,0.8999999999999986,0.4400000000000013,22.418,22.99,21.1,1.889999999999997,1.5499999999999972,23.060000000000002,23.23,22.92,0.3099999999999987,0.07000000000000028,62304,146381,18195,128186,-79633
2018-03-18,22.701999999999998,23.0,22.29,0.7100000000000009,-0.6999999999999993,22.954,23.14,22.78,0.35999999999999943,-0.2699999999999996,22.398,22.67,22.04,0.6300000000000026,-0.6300000000000026,22.55,22.86,22.18,0.6799999999999997,-0.6799999999999997,23673,33915,18093,15822,2696
