Date,OatsCommodity_Open_average,OatsCommodity_Open_max,OatsCommodity_Open_min,OatsCommodity_Open_volatility,OatsCommodity_Open_change,OatsCommodity_High_average,OatsCommodity_High_max,OatsCommodity_High_min,OatsCommodity_High_volatility,OatsCommodity_High_change,OatsCommodity_Low_average,OatsCommodity_Low_max,OatsCommodity_Low_min,OatsCommodity_Low_volatility,OatsCommodity_Low_change,OatsCommodity_Close_average,OatsCommodity_Close_max,OatsCommodity_Close_min,OatsCommodity_Close_volatility,OatsCommodity_Close_change,OatsCommodity_Volume_average,OatsCommodity_Volume_max,OatsCommodity_Volume_min,OatsCommodity_Volume_volatility,OatsCommodity_Volume_change
2018-01-14,253.375,259.0,249.25,9.75,9.75,258.3125,262.75,252.75,10.0,10.0,252.8125,257.75,249.25,8.5,8.5,255.5,259.75,250.0,9.75,8.0,519,758,197,561,264
2018-01-21,266.5,276.0,258.5,17.5,2.5,273.0,279.0,266.0,13.0,0.5,261.85,269.75,256.5,13.25,-2.0,267.5,275.5,261.0,14.5,1.0,863,1221,385,836,167
2018-01-28,267.55,270.25,265.25,5.0,1.5,271.15,272.75,269.75,3.0,-0.75,263.95,268.75,258.5,10.25,5.0,267.95,270.0,265.5,4.5,-2.0,493,857,247,610,-192
2018-02-04,269.4,273.75,266.25,7.5,3.25,272.6,274.75,270.75,4.0,-1.5,266.6,269.0,266.0,3.0,0.0,269.1,273.25,266.5,6.75,-0.75,417,666,253,413,-102
2018-02-11,270.25,274.75,266.25,8.5,0.5,274.35,280.5,268.5,12.0,-7.25,266.65,272.25,264.0,8.25,-2.0,270.1,275.0,265.75,9.25,-7.25,448,608,253,355,-355
2018-02-18,262.0,267.0,257.0,10.0,-10.0,265.0625,268.5,261.25,7.25,-7.25,258.625,265.25,255.25,10.0,-10.0,260.5625,266.25,257.75,8.5,-6.25,294,379,228,151,-60
2018-02-25,263.35,268.75,261.0,7.75,7.25,266.85,269.5,263.0,6.5,6.5,261.1,264.0,259.25,4.75,3.75,263.9,269.0,260.0,9.0,2.5,124,392,8,384,-384
2018-03-04,265.67,268.1,263.25,4.850000000000023,2.1499999999999773,266.05,268.1,263.25,4.850000000000023,2.6499999999999773,262.87,264.5,261.25,3.25,-0.8999999999999773,263.81,265.7,262.0,3.6999999999999886,-2.3500000000000227,2,8,0,8,-2
2018-03-11,259.96,264.7,253.5,11.199999999999989,-10.100000000000023,261.64,270.2,253.5,16.69999999999999,-16.69999999999999,252.37,262.5,241.75,20.75,-20.75,254.45,263.5,242.25,21.25,-21.25,341,1046,0,1046,1046
2018-03-18,234.3,242.0,228.25,13.75,-13.75,235.75,242.0,229.5,12.5,-12.5,229.2,234.0,222.5,11.5,-11.5,231.4,235.5,226.25,9.25,-8.75,759,895,683,212,-134
2018-03-25,226.0,227.75,222.75,5.0,-4.75,229.0,232.25,226.75,5.5,-4.0,223.75,226.5,221.5,5.0,-5.0,224.8125,226.5,221.75,4.75,-1.5,535,719,386,333,239
2018-04-01,230.85,234.0,226.5,7.5,4.5,234.1,234.75,233.0,1.75,1.5,228.0,230.25,224.5,5.75,3.75,232.05,233.25,230.0,3.25,1.5,611,1067,219,848,-848
2018-04-08,237.75,239.0,236.75,2.25,2.25,239.15,241.0,238.25,2.75,1.0,234.35,237.0,231.0,6.0,-2.75,236.6,237.5,234.25,3.25,-3.0,487,649,349,300,-300
2018-04-15,232.85,236.0,228.75,7.25,2.5,235.1,236.75,232.25,4.5,1.75,229.3,233.25,225.5,7.75,6.0,232.45,236.0,228.75,7.25,2.0,480,819,238,581,-202
2018-04-22,225.5,232.75,222.0,10.75,-10.75,227.4,235.0,222.75,12.25,-12.25,218.9,221.75,215.0,6.75,-2.75,223.2,226.75,220.75,6.0,-5.25,489,1030,188,842,-825
2018-04-29,232.62,238.3,225.0,13.300000000000011,11.900000000000006,233.46,238.6,226.0,12.599999999999994,10.800000000000011,230.69,236.5,222.25,14.25,11.949999999999989,232.54999999999998,237.2,225.5,11.699999999999989,10.099999999999994,9,27,0,27,-27
2018-05-06,237.82999999999998,243.6,226.75,16.849999999999994,7.400000000000006,239.03,244.6,226.75,17.849999999999994,6.700000000000017,235.01,240.0,226.75,13.25,-3.0,237.42,243.5,229.0,14.5,-0.8000000000000114,0,1,0,1,0
