Date,Vanguard Intermediate-Term Government BondEtf_Open_average,Vanguard Intermediate-Term Government BondEtf_Open_max,Vanguard Intermediate-Term Government BondEtf_Open_min,Vanguard Intermediate-Term Government BondEtf_Open_volatility,Vanguard Intermediate-Term Government BondEtf_Open_change,Vanguard Intermediate-Term Government BondEtf_High_average,Vanguard Intermediate-Term Government BondEtf_High_max,Vanguard Intermediate-Term Government BondEtf_High_min,Vanguard Intermediate-Term Government BondEtf_High_volatility,Vanguard Intermediate-Term Government BondEtf_High_change,Vanguard Intermediate-Term Government BondEtf_Low_average,Vanguard Intermediate-Term Government BondEtf_Low_max,Vanguard Intermediate-Term Government BondEtf_Low_min,Vanguard Intermediate-Term Government BondEtf_Low_volatility,Vanguard Intermediate-Term Government BondEtf_Low_change,Vanguard Intermediate-Term Government BondEtf_Close_average,Vanguard Intermediate-Term Government BondEtf_Close_max,Vanguard Intermediate-Term Government BondEtf_Close_min,Vanguard Intermediate-Term Government BondEtf_Close_volatility,Vanguard Intermediate-Term Government BondEtf_Close_change
2018-06-17,62.42,62.42,62.42,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2018-06-24,62.65,62.65,62.65,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2018-07-01,62.65,62.65,62.65,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-07-08,62.62,62.62,62.62,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2018-07-15,62.62,62.62,62.62,0.0,0.0,62.62,62.62,62.62,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2018-07-22,62.35,62.35,62.35,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2018-07-29,62.27,62.27,62.27,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.33,62.33,62.33,0.0,0.0
2018-08-05,62.52,62.52,62.52,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2018-08-12,62.65,62.65,62.65,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2018-08-19,62.7,62.7,62.7,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-08-26,62.76,62.76,62.76,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2018-09-02,62.43,62.43,62.43,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2018-09-09,62.2,62.2,62.2,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.17,62.17,62.17,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2018-09-16,61.99,61.99,61.99,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2018-09-23,62.12,62.12,62.12,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2018-09-30,61.6,61.6,61.6,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2018-10-07,61.76,61.76,61.76,0.0,0.0,61.89,61.89,61.89,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2018-10-14,61.77,61.77,61.77,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.69,61.69,61.69,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2018-10-21,62.14,62.14,62.14,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.19,62.19,62.19,0.0,0.0
2018-10-28,61.79,61.79,61.79,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2018-11-04,61.63,61.63,61.63,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.63,61.63,61.63,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2018-11-11,62.19,62.19,62.19,0.0,0.0,62.23,62.23,62.23,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2018-11-18,62.33,62.33,62.33,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.25,62.25,62.25,0.0,0.0
2018-11-25,62.4,62.4,62.4,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.39,62.39,62.39,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2018-12-02,62.65,62.65,62.65,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2018-12-09,62.73,62.73,62.73,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2018-12-16,63.04,63.04,63.04,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.01,63.01,63.01,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2018-12-23,63.13,63.13,63.13,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.11,63.11,63.11,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2018-12-30,63.6,63.6,63.6,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.49,63.49,63.49,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2019-01-06,63.41,63.41,63.41,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.41,63.41,63.41,0.0,0.0
2019-01-13,63.22,63.22,63.22,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2019-01-20,63.33,63.33,63.33,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2019-01-27,63.54,63.54,63.54,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2019-02-03,63.62,63.62,63.62,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.63,63.63,63.63,0.0,0.0
2019-02-10,63.51,63.51,63.51,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.53,63.53,63.53,0.0,0.0
2019-02-17,63.57,63.57,63.57,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2019-02-24,63.28,63.28,63.28,0.0,0.0,63.32,63.32,63.32,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-03-03,63.68,63.68,63.68,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2019-03-10,63.82,63.82,63.82,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.84,63.84,63.84,0.0,0.0
2019-03-17,64.22,64.22,64.22,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2019-03-24,64.4,64.4,64.4,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.38,64.38,64.38,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2019-03-31,64.05,64.05,64.05,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2019-04-07,63.94,63.94,63.94,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-04-14,63.94,63.94,63.94,0.0,0.0,64.01,64.01,64.01,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2019-04-21,64.27,64.27,64.27,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2019-04-28,64.01,64.01,64.01,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.03,64.03,64.03,0.0,0.0
2019-05-05,64.34,64.34,64.34,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2019-05-12,64.64,64.64,64.64,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2019-05-19,64.82,64.82,64.82,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.8,64.8,64.8,0.0,0.0
2019-05-26,65.3,65.3,65.3,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.27,65.27,65.27,0.0,0.0,65.48,65.48,65.48,0.0,0.0
2019-06-02,65.68,65.68,65.68,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2019-06-09,65.59,65.59,65.59,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-06-16,65.84,65.84,65.84,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.74,65.74,65.74,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-06-23,65.9,65.9,65.9,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2019-06-30,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-07-07,65.46,65.46,65.46,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2019-07-14,65.75,65.75,65.75,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-07-21,65.67,65.67,65.67,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-07-28,66.19,66.19,66.19,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-08-04,66.73,66.73,66.73,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2019-08-11,67.07,67.07,67.07,0.0,0.0,67.16,67.16,67.16,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2019-08-18,66.97,66.97,66.97,0.0,0.0,67.28,67.28,67.28,0.0,0.0,66.94,66.94,66.94,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2019-08-25,67.19,67.19,67.19,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.29,67.29,67.29,0.0,0.0
2019-09-01,67.03,67.03,67.03,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.05,67.05,67.05,0.0,0.0
2019-09-08,66.14,66.14,66.14,0.0,0.0,66.18,66.18,66.18,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2019-09-15,66.29,66.29,66.29,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.26,66.26,66.26,0.0,0.0,66.45,66.45,66.45,0.0,0.0
2019-09-22,66.57,66.57,66.57,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.56,66.56,66.56,0.0,0.0,66.64,66.64,66.64,0.0,0.0
2019-09-29,67.18,67.18,67.18,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.26,67.26,67.26,0.0,0.0
2019-10-06,66.58,66.58,66.58,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.49,66.49,66.49,0.0,0.0
2019-10-13,66.53,66.53,66.53,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2019-10-20,66.5,66.5,66.5,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.29,66.29,66.29,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-10-27,66.56,66.56,66.56,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2019-11-03,65.87,65.87,65.87,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2019-11-10,66.18,66.18,66.18,0.0,0.0,66.26,66.26,66.26,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2019-11-17,66.42,66.42,66.42,0.0,0.0,66.42,66.42,66.42,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.38,66.38,66.38,0.0,0.0
2019-11-24,66.34,66.34,66.34,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.26,66.26,66.26,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-12-01,66.04,66.04,66.04,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2019-12-08,66.02,66.02,66.02,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2019-12-15,65.85,65.85,65.85,0.0,0.0,65.93,65.93,65.93,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.92,65.92,65.92,0.0,0.0
2019-12-22,65.95,65.95,65.95,0.0,0.0,66.02,66.02,66.02,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2019-12-29,66.23,66.23,66.23,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.33,66.33,66.33,0.0,0.0
2020-01-05,66.15,66.15,66.15,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2020-01-12,66.25,66.25,66.25,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2020-01-19,66.59,66.59,66.59,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2020-01-26,67.19,67.19,67.19,0.0,0.0,67.38,67.38,67.38,0.0,0.0,67.19,67.19,67.19,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2020-02-02,66.92,66.92,66.92,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.97,66.97,66.97,0.0,0.0
2020-02-09,66.98,66.98,66.98,0.0,0.0,67.01,67.01,67.01,0.0,0.0,66.95,66.95,66.95,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2020-02-16,67.25,67.25,67.25,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.34,67.34,67.34,0.0,0.0
2020-02-23,68.51,68.51,68.51,0.0,0.0,68.74,68.74,68.74,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2020-03-01,69.99,69.99,69.99,0.0,0.0,70.09,70.09,70.09,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.74,69.74,69.74,0.0,0.0
2020-03-08,69.0,69.0,69.0,0.0,0.0,69.39,69.39,69.39,0.0,0.0,68.92,68.92,68.92,0.0,0.0,69.13,69.13,69.13,0.0,0.0
2020-03-15,69.11,69.11,69.11,0.0,0.0,69.73,69.73,69.73,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.71,69.71,69.71,0.0,0.0
2020-03-22,70.13,70.13,70.13,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.41,70.41,70.41,0.0,0.0
2020-03-29,70.47,70.47,70.47,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.41,70.41,70.41,0.0,0.0,70.46,70.46,70.46,0.0,0.0
2020-04-05,70.07,70.07,70.07,0.0,0.0,70.28,70.28,70.28,0.0,0.0,70.04,70.04,70.04,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2020-04-12,70.53,70.53,70.53,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.46,70.46,70.46,0.0,0.0
2020-04-19,70.46,70.46,70.46,0.0,0.0,70.54,70.54,70.54,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.53,70.53,70.53,0.0,0.0
2020-04-26,70.42,70.42,70.42,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.33,70.33,70.33,0.0,0.0,70.39,70.39,70.39,0.0,0.0
2020-05-03,70.49,70.49,70.49,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2020-05-10,70.65,70.65,70.65,0.0,0.0,70.66,70.66,70.66,0.0,0.0,70.54,70.54,70.54,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2020-05-17,70.51,70.51,70.51,0.0,0.0,70.56,70.56,70.56,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.56,70.56,70.56,0.0,0.0
2020-05-24,70.51,70.51,70.51,0.0,0.0,70.6,70.6,70.6,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.59,70.59,70.59,0.0,0.0
2020-05-31,69.82,69.82,69.82,0.0,0.0,69.89,69.89,69.89,0.0,0.0,69.73,69.73,69.73,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2020-06-07,70.39,70.39,70.39,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2020-06-14,70.34,70.34,70.34,0.0,0.0,70.45,70.45,70.45,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.42,70.42,70.42,0.0,0.0
2020-06-21,70.5,70.5,70.5,0.0,0.0,70.59,70.59,70.59,0.0,0.0,70.49,70.49,70.49,0.0,0.0,70.56,70.56,70.56,0.0,0.0
2020-06-28,70.38,70.38,70.38,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2020-07-05,70.45,70.45,70.45,0.0,0.0,70.54,70.54,70.54,0.0,0.0,70.43,70.43,70.43,0.0,0.0,70.54,70.54,70.54,0.0,0.0
