Symbol,Sector
"18    AC
Name: Symbol, dtype: object","18    Finance
Name: Sector, dtype: object"
"20    ACB
Name: Symbol, dtype: object","20    Consumer Durables
Name: Sector, dtype: object"
"34    ADS
Name: Symbol, dtype: object","34    Miscellaneous
Name: Sector, dtype: object"
"75    AGS
Name: Symbol, dtype: object","75    Consumer Durables
Name: Sector, dtype: object"
"99    AIR
Name: Symbol, dtype: object","99    Capital Goods
Name: Sector, dtype: object"
"135    ALV
Name: Symbol, dtype: object","135    Capital Goods
Name: Sector, dtype: object"
"166    ANTM
Name: Symbol, dtype: object","166    Health Care
Name: Sector, dtype: object"
"267    AXP
Name: Symbol, dtype: object","267    Finance
Name: Sector, dtype: object"
"275    AZN
Name: Symbol, dtype: object","275    Health Care
Name: Sector, dtype: object"
"281    BA
Name: Symbol, dtype: object","281    Capital Goods
Name: Sector, dtype: object"
"299    BAP
Name: Symbol, dtype: object","299    Finance
Name: Sector, dtype: object"
"311    BBVA
Name: Symbol, dtype: object","311    Finance
Name: Sector, dtype: object"
"320    BCE
Name: Symbol, dtype: object","320    Public Utilities
Name: Sector, dtype: object"
"401    BMA
Name: Symbol, dtype: object","401    Finance
Name: Sector, dtype: object"
"409    BMO
Name: Symbol, dtype: object","409    Finance
Name: Sector, dtype: object"
"413    BNS
Name: Symbol, dtype: object","413    Finance
Name: Sector, dtype: object"
"457    BVN
Name: Symbol, dtype: object","457    Basic Industries
Name: Sector, dtype: object"
"489    CAI
Name: Symbol, dtype: object","489    Technology
Name: Sector, dtype: object"
"499    CAT
Name: Symbol, dtype: object","499    Capital Goods
Name: Sector, dtype: object"
"539    CDR
Name: Symbol, dtype: object","539    Consumer Services
Name: Sector, dtype: object"
"551    CEO
Name: Symbol, dtype: object","551    Energy
Name: Sector, dtype: object"
"622    CM
Name: Symbol, dtype: object","622    Finance
Name: Sector, dtype: object"
"629    CMO
Name: Symbol, dtype: object","629    Consumer Services
Name: Sector, dtype: object"
"703    CS
Name: Symbol, dtype: object","703    Finance
Name: Sector, dtype: object"
"754    CVX
Name: Symbol, dtype: object","754    Energy
Name: Sector, dtype: object"
"864    DSM
Name: Symbol, dtype: object","864    NaN
Name: Sector, dtype: object"
"870    DTE
Name: Symbol, dtype: object","870    Public Utilities
Name: Sector, dtype: object"
"904    EBS
Name: Symbol, dtype: object","904    Health Care
Name: Sector, dtype: object"
"941    EL
Name: Symbol, dtype: object","941    Consumer Non-Durables
Name: Sector, dtype: object"
"959    ENB
Name: Symbol, dtype: object","959    Energy
Name: Sector, dtype: object"
"1053    FAM
Name: Symbol, dtype: object","1053    NaN
Name: Sector, dtype: object"
