Date,BRT_stock_Open_average,BRT_stock_Open_max,BRT_stock_Open_min,BRT_stock_Open_volatility,BRT_stock_Open_change,BRT_stock_High_average,BRT_stock_High_max,BRT_stock_High_min,BRT_stock_High_volatility,BRT_stock_High_change,BRT_stock_Low_average,BRT_stock_Low_max,BRT_stock_Low_min,BRT_stock_Low_volatility,BRT_stock_Low_change,BRT_stock_Close_average,BRT_stock_Close_max,BRT_stock_Close_min,BRT_stock_Close_volatility,BRT_stock_Close_change,BRT_stock_Volume_average,BRT_stock_Volume_max,BRT_stock_Volume_min,BRT_stock_Volume_volatility,BRT_stock_Volume_change
2016-01-03,6.228,6.31,6.16,0.14999999999999947,-0.14999999999999947,6.258,6.32,6.17,0.15000000000000036,-0.13999999999999968,6.19,6.25,6.15,0.09999999999999964,-0.09999999999999964,6.2,6.27,6.15,0.11999999999999922,-0.11999999999999922,7313,19418,2858,16560,4210
2016-01-10,6.03,6.11,5.95,0.16000000000000014,-0.16000000000000014,6.058,6.15,5.97,0.1800000000000006,-0.1800000000000006,5.99,6.05,5.95,0.09999999999999964,-0.09999999999999964,6.002,6.11,5.95,0.16000000000000014,-0.16000000000000014,9201,17722,3516,14206,-14206
2016-01-17,5.845000000000001,5.99,5.7,0.29000000000000004,-0.29000000000000004,5.87,5.99,5.76,0.23000000000000043,-0.23000000000000043,5.75,5.9,5.7,0.20000000000000018,-0.20000000000000018,5.75,5.9,5.7,0.20000000000000018,-0.20000000000000018,12439,34461,1003,33458,-10541
2016-01-24,5.526,5.65,5.41,0.2400000000000002,-0.13000000000000078,5.644,5.71,5.5,0.20999999999999996,0.0,5.466,5.55,5.41,0.13999999999999968,0.10999999999999943,5.548,5.67,5.41,0.2599999999999998,0.2599999999999998,7688,22626,619,22007,-17651
2016-01-31,5.688,5.76,5.59,0.16999999999999993,-0.08999999999999986,5.712,5.76,5.59,0.16999999999999993,-0.16999999999999993,5.628,5.72,5.46,0.2599999999999998,-0.08999999999999986,5.67,5.72,5.59,0.1299999999999999,-0.1299999999999999,3277,10892,275,10617,-2303
2016-02-07,5.51,5.59,5.43,0.16000000000000014,0.0,5.6,5.67,5.57,0.09999999999999964,0.08000000000000007,5.486,5.57,5.43,0.14000000000000057,0.05000000000000071,5.57,5.67,5.52,0.15000000000000036,0.13999999999999968,1483,2037,808,1229,714
2016-02-14,5.655,5.8,5.56,0.2400000000000002,0.010000000000000675,5.77,5.84,5.69,0.14999999999999947,0.08999999999999986,5.615,5.69,5.56,0.13000000000000078,0.010000000000000675,5.6725,5.69,5.65,0.040000000000000036,-0.040000000000000036,11122,34144,103,34041,-7593
2016-02-21,5.898,6.27,5.61,0.6599999999999993,0.6599999999999993,6.082,6.5,5.61,0.8899999999999997,0.8899999999999997,5.872,6.17,5.61,0.5599999999999996,0.5599999999999996,6.0520000000000005,6.49,5.61,0.8799999999999999,0.8799999999999999,72756,330992,263,330729,5322
2016-02-28,6.488,6.5,6.45,0.04999999999999982,0.009999999999999787,6.526,6.63,6.5,0.1299999999999999,0.1299999999999999,6.416,6.49,6.32,0.16999999999999993,0.08999999999999986,6.488,6.51,6.45,0.05999999999999961,0.05999999999999961,7994,9376,6687,2689,178
2016-03-06,6.598,6.62,6.57,0.04999999999999982,-0.04999999999999982,6.646,6.7,6.61,0.08999999999999986,0.009999999999999787,6.554,6.6,6.48,0.11999999999999922,-0.10999999999999943,6.61,6.7,6.51,0.1900000000000004,-0.08999999999999986,7820,15122,1870,13252,13252
