Date,HEIa_stock_Open_average,HEIa_stock_Open_max,HEIa_stock_Open_min,HEIa_stock_Open_volatility,HEIa_stock_Open_change,HEIa_stock_High_average,HEIa_stock_High_max,HEIa_stock_High_min,HEIa_stock_High_volatility,HEIa_stock_High_change,HEIa_stock_Low_average,HEIa_stock_Low_max,HEIa_stock_Low_min,HEIa_stock_Low_volatility,HEIa_stock_Low_change,HEIa_stock_Close_average,HEIa_stock_Close_max,HEIa_stock_Close_min,HEIa_stock_Close_volatility,HEIa_stock_Close_change,HEIa_stock_Volume_average,HEIa_stock_Volume_max,HEIa_stock_Volume_min,HEIa_stock_Volume_volatility,HEIa_stock_Volume_change
2016-01-03,30.782,31.09,30.48,0.6099999999999994,-0.019999999999999574,31.264,31.55,31.07,0.4800000000000004,0.4499999999999993,30.518,30.64,30.37,0.2699999999999996,0.23999999999999844,30.86,31.12,30.46,0.6600000000000001,0.2799999999999976,322743,723302,110577,612725,467782
2016-01-10,30.508,31.53,28.88,2.650000000000002,-2.09,30.766,31.7,29.39,2.3099999999999987,-1.5799999999999983,29.878,30.97,28.56,2.41,-1.8300000000000018,30.236,31.47,29.09,2.379999999999999,-1.6600000000000001,241194,463975,167202,296773,-273608
2016-01-17,29.1725,29.4,28.67,0.7299999999999969,0.05999999999999872,29.585,29.86,29.44,0.41999999999999815,0.41999999999999815,28.6625,29.16,28.04,1.120000000000001,0.5599999999999987,29.2825,29.84,28.98,0.8599999999999994,0.8599999999999994,128775,145870,99456,46414,-2576
2016-01-24,29.598,29.96,29.41,0.5500000000000007,-0.26000000000000156,29.888,30.27,29.55,0.7199999999999989,0.09999999999999787,29.22,29.41,29.06,0.3500000000000014,0.030000000000001137,29.512,30.1,29.21,0.8900000000000006,0.4399999999999977,158411,383958,92375,291583,268778
2016-01-31,28.126,29.44,26.69,2.75,-2.75,28.418,29.64,27.05,2.59,-2.59,27.452,28.94,26.28,2.66,-2.66,27.612,29.06,26.69,2.3699999999999974,-2.3699999999999974,522899,1355077,151647,1203430,120726
2016-02-07,26.762,27.49,26.26,1.2299999999999969,-0.16000000000000014,27.254,27.74,26.41,1.3299999999999983,-0.8099999999999987,26.342,27.14,25.66,1.4800000000000004,-0.7100000000000009,26.734,27.46,25.93,1.5300000000000011,-1.5300000000000011,232210,290211,179431,110780,-15889
2016-02-14,26.1575,26.28,26.07,0.21000000000000085,0.08000000000000185,26.485,26.54,26.42,0.11999999999999744,-0.09999999999999787,25.9775,26.08,25.79,0.28999999999999915,0.28999999999999915,26.122500000000002,26.27,25.89,0.379999999999999,0.3200000000000003,624432,906277,413094,493183,-408685
2016-02-21,26.48,27.21,25.89,1.3200000000000003,0.7200000000000024,27.382,28.99,26.64,2.349999999999998,2.139999999999997,26.276,27.21,25.81,1.4000000000000021,1.3599999999999994,26.86,28.19,25.91,2.280000000000001,2.280000000000001,538608,915364,278022,637342,393920
2016-02-28,28.61,29.27,28.07,1.1999999999999993,0.8100000000000023,29.004,29.5,28.13,1.370000000000001,1.0600000000000023,28.272,28.78,27.39,1.3900000000000006,1.2699999999999996,28.744,29.16,27.97,1.1900000000000013,0.9500000000000028,288707,465150,177231,287919,-257892
2016-03-06,28.434,29.08,27.58,1.5,-1.2300000000000004,28.634,29.08,28.31,0.7699999999999996,-0.6900000000000013,27.994,28.5,27.42,1.0799999999999983,-0.9200000000000017,28.2,28.71,27.56,1.1500000000000021,-0.6799999999999997,236107,496880,123361,373519,268564
