Date,SPDR Dow Jones International Real EstateEtf_Open_average,SPDR Dow Jones International Real EstateEtf_Open_max,SPDR Dow Jones International Real EstateEtf_Open_min,SPDR Dow Jones International Real EstateEtf_Open_volatility,SPDR Dow Jones International Real EstateEtf_Open_change,SPDR Dow Jones International Real EstateEtf_High_average,SPDR Dow Jones International Real EstateEtf_High_max,SPDR Dow Jones International Real EstateEtf_High_min,SPDR Dow Jones International Real EstateEtf_High_volatility,SPDR Dow Jones International Real EstateEtf_High_change,SPDR Dow Jones International Real EstateEtf_Low_average,SPDR Dow Jones International Real EstateEtf_Low_max,SPDR Dow Jones International Real EstateEtf_Low_min,SPDR Dow Jones International Real EstateEtf_Low_volatility,SPDR Dow Jones International Real EstateEtf_Low_change,SPDR Dow Jones International Real EstateEtf_Close_average,SPDR Dow Jones International Real EstateEtf_Close_max,SPDR Dow Jones International Real EstateEtf_Close_min,SPDR Dow Jones International Real EstateEtf_Close_volatility,SPDR Dow Jones International Real EstateEtf_Close_change
2016-01-03,37.6,37.6,37.6,0.0,0.0,37.62,37.62,37.62,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2016-01-10,36.22,36.22,36.22,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2016-01-17,36.28,36.28,36.28,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2016-01-24,37.53,37.53,37.53,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.88,37.88,37.88,0.0,0.0
2016-01-31,37.95,37.95,37.95,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2016-02-07,36.37,36.37,36.37,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.27,36.27,36.27,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2016-02-14,38.12,38.12,38.12,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2016-02-21,38.78,38.78,38.78,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2016-02-28,39.72,39.72,39.72,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2016-03-06,40.26,40.26,40.26,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2016-03-13,41.41,41.41,41.41,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2016-03-20,40.47,40.47,40.47,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2016-03-27,40.71,40.71,40.71,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.62,40.62,40.62,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2016-04-03,41.43,41.43,41.43,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2016-04-10,41.91,41.91,41.91,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2016-04-17,42.05,42.05,42.05,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2016-04-24,42.4,42.4,42.4,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2016-05-01,41.76,41.76,41.76,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.76,41.76,41.76,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2016-05-08,41.59,41.59,41.59,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2016-05-15,41.56,41.56,41.56,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2016-05-22,41.99,41.99,41.99,0.0,0.0,42.15,42.15,42.15,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2016-05-29,42.07,42.07,42.07,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-06-05,42.51,42.51,42.51,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2016-06-12,40.96,40.96,40.96,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.84,40.84,40.84,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2016-06-19,39.86,39.86,39.86,0.0,0.0,40.58,40.58,40.58,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2016-06-26,41.4,41.4,41.4,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2016-07-03,40.81,40.81,40.81,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.79,40.79,40.79,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2016-07-10,41.78,41.78,41.78,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2016-07-17,42.07,42.07,42.07,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.05,42.05,42.05,0.0,0.0
