Date,Sprott Physical GoldEtf_Open_average,Sprott Physical GoldEtf_Open_max,Sprott Physical GoldEtf_Open_min,Sprott Physical GoldEtf_Open_volatility,Sprott Physical GoldEtf_Open_change,Sprott Physical GoldEtf_High_average,Sprott Physical GoldEtf_High_max,Sprott Physical GoldEtf_High_min,Sprott Physical GoldEtf_High_volatility,Sprott Physical GoldEtf_High_change,Sprott Physical GoldEtf_Low_average,Sprott Physical GoldEtf_Low_max,Sprott Physical GoldEtf_Low_min,Sprott Physical GoldEtf_Low_volatility,Sprott Physical GoldEtf_Low_change,Sprott Physical GoldEtf_Close_average,Sprott Physical GoldEtf_Close_max,Sprott Physical GoldEtf_Close_min,Sprott Physical GoldEtf_Close_volatility,Sprott Physical GoldEtf_Close_change
2016-01-03,9.08,9.08,9.08,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2016-01-10,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.94,8.94,8.94,0.0,0.0
2016-01-17,9.01,9.01,9.01,0.0,0.0,9.03,9.03,9.03,0.0,0.0,8.97,8.97,8.97,0.0,0.0,8.99,8.99,8.99,0.0,0.0
2016-01-24,9.15,9.15,9.15,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2016-01-31,9.41,9.41,9.41,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.64,9.64,9.64,0.0,0.0
2016-02-07,10.16,10.16,10.16,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.21,10.21,10.21,0.0,0.0
2016-02-14,10.11,10.11,10.11,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.13,10.13,10.13,0.0,0.0
2016-02-21,10.13,10.13,10.13,0.0,0.0,10.17,10.17,10.17,0.0,0.0,9.99,9.99,9.99,0.0,0.0,10.11,10.11,10.11,0.0,0.0
2016-02-28,10.48,10.48,10.48,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2016-03-06,10.49,10.49,10.49,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2016-03-13,10.28,10.28,10.28,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2016-03-20,10.06,10.06,10.06,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.01,10.01,10.01,0.0,0.0
2016-03-27,10.0,10.0,10.0,0.0,0.0,10.07,10.07,10.07,0.0,0.0,9.95,9.95,9.95,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2016-04-03,10.18,10.18,10.18,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.21,10.21,10.21,0.0,0.0
2016-04-10,10.12,10.12,10.12,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.18,10.18,10.18,0.0,0.0
2016-04-17,10.32,10.32,10.32,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2016-04-24,10.64,10.64,10.64,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2016-05-01,10.67,10.67,10.67,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2016-05-08,10.61,10.61,10.61,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.68,10.68,10.68,0.0,0.0
2016-05-15,10.49,10.49,10.49,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.39,10.39,10.39,0.0,0.0,10.43,10.43,10.43,0.0,0.0
2016-05-22,10.1,10.1,10.1,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2016-05-29,10.34,10.34,10.34,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.43,10.43,10.43,0.0,0.0
2016-06-05,10.68,10.68,10.68,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2016-06-12,10.85,10.85,10.85,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2016-06-19,11.02,11.02,11.02,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2016-06-26,11.09,11.09,11.09,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2016-07-03,11.3,11.3,11.3,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.33,11.33,11.33,0.0,0.0
2016-07-10,10.97,10.97,10.97,0.0,0.0,11.06,11.06,11.06,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2016-07-17,10.97,10.97,10.97,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2016-07-24,11.2,11.2,11.2,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.27,11.27,11.27,0.0,0.0
2016-07-31,11.23,11.23,11.23,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2016-08-07,11.26,11.26,11.26,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2016-08-14,11.05,11.05,11.05,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2016-08-21,11.0,11.0,11.0,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.92,10.92,10.92,0.0,0.0
2016-08-28,10.91,10.91,10.91,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2016-09-04,11.03,11.03,11.03,0.0,0.0,11.06,11.06,11.06,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.96,10.96,10.96,0.0,0.0
2016-09-11,10.87,10.87,10.87,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2016-09-18,11.08,11.08,11.08,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2016-09-25,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2016-10-02,10.44,10.44,10.44,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2016-10-09,10.39,10.39,10.39,0.0,0.0,10.44,10.44,10.44,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2016-10-16,10.53,10.53,10.53,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.53,10.53,10.53,0.0,0.0
2016-10-23,10.56,10.56,10.56,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2016-10-30,10.75,10.75,10.75,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.72,10.72,10.72,0.0,0.0
2016-11-06,10.33,10.33,10.33,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2016-11-13,9.93,9.93,9.93,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2016-11-20,9.71,9.71,9.71,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.66,9.66,9.66,0.0,0.0
2016-11-27,9.61,9.61,9.61,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.65,9.65,9.65,0.0,0.0
