Date,COLB_stock_Open_average,COLB_stock_Open_max,COLB_stock_Open_min,COLB_stock_Open_volatility,COLB_stock_Open_change,COLB_stock_High_average,COLB_stock_High_max,COLB_stock_High_min,COLB_stock_High_volatility,COLB_stock_High_change,COLB_stock_Low_average,COLB_stock_Low_max,COLB_stock_Low_min,COLB_stock_Low_volatility,COLB_stock_Low_change,COLB_stock_Close_average,COLB_stock_Close_max,COLB_stock_Close_min,COLB_stock_Close_volatility,COLB_stock_Close_change,COLB_stock_Volume_average,COLB_stock_Volume_max,COLB_stock_Volume_min,COLB_stock_Volume_volatility,COLB_stock_Volume_change
2016-01-03,31.078,31.67,30.48,1.1900000000000013,-1.1499999999999986,31.436,31.92,30.67,1.25,-1.2099999999999973,30.63,31.45,29.45,2.0,-1.8900000000000006,30.868,31.58,29.48,2.099999999999998,-2.0700000000000003,282184,410458,147649,262809,14711
2016-01-10,29.416,29.91,28.57,1.3399999999999999,-1.120000000000001,29.77,30.02,29.45,0.5700000000000003,-0.5700000000000003,28.778,29.36,28.31,1.0500000000000007,-1.0500000000000007,29.328,29.69,28.73,0.9600000000000009,-0.490000000000002,291625,358060,198036,160024,6016
2016-01-17,28.9525,29.46,28.66,0.8000000000000007,-0.6700000000000017,29.235,29.51,28.89,0.620000000000001,-0.620000000000001,28.43,28.82,28.15,0.6700000000000017,-0.4200000000000017,28.815,29.18,28.37,0.8099999999999987,-0.379999999999999,305190,349661,275895,73766,-15112
2016-01-24,28.580000000000002,29.03,28.07,0.9600000000000009,0.3500000000000014,29.238,29.79,28.78,1.009999999999998,0.6600000000000001,28.201999999999998,28.44,27.83,0.610000000000003,0.4800000000000004,28.844,29.42,27.91,1.5100000000000016,1.5100000000000016,367130,741861,178980,562881,441587
2016-01-31,28.864,29.09,28.52,0.5700000000000003,-0.4299999999999997,29.302,29.79,28.65,1.1400000000000006,-1.1400000000000006,28.256,28.6,27.94,0.6600000000000001,-0.6600000000000001,28.724,29.59,27.95,1.6400000000000006,-1.6400000000000006,367636,494957,240173,254784,-127778
2016-02-07,27.54,28.07,27.03,1.0399999999999991,0.11999999999999744,28.086,28.65,27.36,1.2899999999999991,0.6500000000000021,27.156,27.65,26.56,1.0899999999999999,0.7699999999999996,27.736,28.3,27.18,1.120000000000001,0.6000000000000014,248403,317871,197480,120391,-89649
2016-02-14,28.66,29.25,28.0,1.25,-0.7699999999999996,28.945,29.36,28.54,0.8200000000000003,-0.8200000000000003,28.119999999999997,28.49,27.79,0.6999999999999993,-0.1999999999999993,28.4925,29.01,28.09,0.9200000000000017,-0.7200000000000024,227709,273897,191893,82004,47090
2016-02-21,28.71,29.7,27.96,1.7399999999999984,1.1799999999999997,29.101666666666667,29.79,28.46,1.3299999999999983,0.9499999999999993,28.513333333333335,29.7,27.55,2.1499999999999986,1.4199999999999982,28.936666666666667,29.7,28.32,1.379999999999999,1.0599999999999987,172898,240698,0,240698,-185710
2016-02-28,29.476,29.84,28.9,0.9400000000000013,0.23000000000000043,29.784,29.9,29.62,0.2799999999999976,0.14999999999999858,29.126,29.44,28.79,0.6500000000000021,0.6500000000000021,29.451999999999998,29.7,28.83,0.870000000000001,0.8200000000000003,363982,494965,256437,238528,105282
2016-03-06,29.608,29.8,29.43,0.370000000000001,0.3500000000000014,29.966,30.34,29.7,0.6400000000000006,0.2699999999999996,29.25,29.39,29.06,0.33000000000000185,-0.05000000000000071,29.692,30.22,29.27,0.9499999999999993,0.2099999999999973,242319,280672,192044,88628,-61570
2016-03-13,30.004,30.34,29.7,0.6400000000000006,0.16999999999999815,30.404,30.72,30.21,0.509999999999998,0.2099999999999973,29.695999999999998,30.29,28.96,1.3299999999999983,0.28999999999999915,30.126,30.6,29.68,0.9200000000000017,0.25,283442,446963,200863,246100,162632
2016-03-20,30.1625,30.62,29.58,1.0400000000000027,-1.0400000000000027,30.265,30.7,29.58,1.120000000000001,-1.120000000000001,29.65,30.16,29.2,0.9600000000000009,-0.9600000000000009,29.9925,30.46,29.48,0.9800000000000004,-0.9800000000000004,240597,316616,163882,152734,152734
2016-03-27,29.684,29.96,29.34,0.620000000000001,0.17999999999999972,30.078,30.36,29.82,0.5399999999999991,0.379999999999999,29.414,29.79,28.96,0.8299999999999983,0.14000000000000057,29.894,30.19,29.4,0.7900000000000027,0.7900000000000027,162929,215634,123856,91778,-29114
2016-04-03,29.456,30.15,28.96,1.1899999999999977,-1.1899999999999977,29.636,30.31,29.23,1.0799999999999983,-1.0,28.95,29.5,28.51,0.9899999999999984,-0.8299999999999983,29.253999999999998,30.08,28.66,1.4199999999999982,-1.2399999999999984,151125,212287,120251,92036,-92036
2016-04-10,29.86,30.75,28.94,1.8099999999999987,1.6699999999999982,30.416,31.27,29.44,1.8299999999999983,1.4199999999999982,29.768,30.54,28.88,1.6600000000000001,1.6000000000000014,30.154,30.84,29.04,1.8000000000000007,1.5100000000000016,167594,290195,107763,182432,-17322
2016-04-17,30.994,31.42,30.34,1.0800000000000018,0.9400000000000013,31.38,31.68,30.89,0.7899999999999991,0.7899999999999991,30.834,31.23,30.26,0.9699999999999989,0.9699999999999989,31.25,31.67,30.75,0.9200000000000017,0.9200000000000017,210656,299692,144829,154863,95154
2016-04-24,30.79,31.54,28.83,2.710000000000001,-2.700000000000003,31.078,31.61,29.45,2.16,-2.080000000000002,30.348,31.22,28.82,2.3999999999999986,-2.3999999999999986,30.678,31.52,29.3,2.219999999999999,-1.9899999999999984,369806,628217,194904,433313,404337
2016-05-01,28.72,29.48,27.9,1.5800000000000018,-1.5800000000000018,29.072,29.95,28.34,1.6099999999999994,-1.6099999999999994,28.364,29.26,27.81,1.4500000000000028,-1.4500000000000028,28.674,29.71,28.17,1.5399999999999991,-1.3800000000000026,315315,496333,229125,267208,-221542
2016-05-08,28.238,28.36,28.12,0.23999999999999844,0.09999999999999787,28.567999999999998,28.64,28.49,0.15000000000000213,0.07000000000000028,28.04,28.2,27.89,0.3099999999999987,-0.03999999999999915,28.192,28.41,28.01,0.3999999999999986,-0.0799999999999983,200500,264646,121384,143262,60092
2016-05-15,28.544,29.17,27.95,1.2200000000000024,1.1999999999999993,29.233999999999998,29.74,28.68,1.0599999999999987,1.009999999999998,28.36,29.15,27.89,1.259999999999998,1.1999999999999993,28.838,29.43,28.11,1.3200000000000003,1.0599999999999987,204515,248637,154222,94415,-31486
