Date,CLDT_stock_Open_average,CLDT_stock_Open_max,CLDT_stock_Open_min,CLDT_stock_Open_volatility,CLDT_stock_Open_change,CLDT_stock_High_average,CLDT_stock_High_max,CLDT_stock_High_min,CLDT_stock_High_volatility,CLDT_stock_High_change,CLDT_stock_Low_average,CLDT_stock_Low_max,CLDT_stock_Low_min,CLDT_stock_Low_volatility,CLDT_stock_Low_change,CLDT_stock_Close_average,CLDT_stock_Close_max,CLDT_stock_Close_min,CLDT_stock_Close_volatility,CLDT_stock_Close_change,CLDT_stock_Volume_average,CLDT_stock_Volume_max,CLDT_stock_Volume_min,CLDT_stock_Volume_volatility,CLDT_stock_Volume_change
2016-01-03,19.738,20.17,19.35,0.8200000000000003,-0.8200000000000003,20.02,20.23,19.72,0.5100000000000016,-0.33000000000000185,19.446,19.72,19.17,0.5499999999999972,-0.370000000000001,19.604,20.03,19.19,0.8399999999999999,-0.5799999999999983,204642,265841,114940,150901,36321
2016-01-10,18.95,19.48,17.74,1.740000000000002,-1.3900000000000006,19.048,19.55,17.74,1.8100000000000023,-1.7800000000000011,18.378,19.13,16.96,2.169999999999998,-2.169999999999998,18.652,19.43,17.52,1.9100000000000001,-1.8000000000000007,291444,328811,237698,91113,21797
2016-01-17,17.425,18.12,16.69,1.4299999999999997,0.5100000000000016,17.9825,18.64,17.39,1.25,0.8500000000000014,17.025,18.11,16.12,1.9899999999999984,1.3299999999999983,17.6025,18.33,16.91,1.4199999999999982,1.4199999999999982,258273,305108,203429,101679,-72453
2016-01-24,18.276,18.47,18.0,0.46999999999999886,0.16999999999999815,18.674,18.89,18.48,0.41000000000000014,0.41000000000000014,18.098,18.47,17.91,0.5599999999999987,0.5299999999999976,18.38,18.86,17.97,0.8900000000000006,0.8900000000000006,192904,284933,161583,123350,110150
2016-01-31,18.916,19.25,18.75,0.5,0.21000000000000085,19.244,19.75,18.99,0.7600000000000016,-0.75,18.554,18.62,18.45,0.1700000000000017,0.07000000000000028,18.92,19.44,18.62,0.8200000000000003,-0.8200000000000003,213473,426244,110489,315755,-233936
2016-02-07,18.862,19.07,18.47,0.6000000000000014,0.6000000000000014,19.376,19.84,19.07,0.7699999999999996,0.29999999999999716,18.68,18.95,18.05,0.8999999999999986,0.8999999999999986,19.114,19.41,18.83,0.5800000000000018,0.28999999999999915,165738,244080,107262,136818,-136818
2016-02-14,20.05,20.36,19.5,0.8599999999999994,0.8599999999999994,20.490000000000002,20.68,20.05,0.629999999999999,0.6099999999999994,19.8725,20.22,19.36,0.8599999999999994,0.8599999999999994,20.275,20.44,19.95,0.490000000000002,0.4499999999999993,170684,190188,156681,33507,-16855
2016-02-21,20.61,21.04,20.17,0.8699999999999974,0.4499999999999993,21.072,21.22,20.69,0.5299999999999976,0.16000000000000014,20.272,20.57,19.86,0.7100000000000009,0.05000000000000071,20.642,20.99,20.25,0.7399999999999984,-0.41000000000000014,235517,283589,167458,116131,-68979
2016-02-28,20.97,21.94,20.32,1.620000000000001,1.129999999999999,21.408,21.98,20.63,1.3500000000000014,1.0500000000000007,20.662,21.46,20.02,1.4400000000000013,1.0700000000000003,21.084,21.94,20.06,1.8800000000000026,1.1799999999999997,252041,328068,157190,170878,-69376
2016-03-06,21.058,21.19,20.86,0.33000000000000185,-0.33000000000000185,21.21,21.45,21.05,0.3999999999999986,-0.3999999999999986,20.758,20.98,20.52,0.46000000000000085,-0.3200000000000003,20.982,21.18,20.71,0.46999999999999886,-0.14000000000000057,202146,387505,97844,289661,-204394
