Date,VanEck Vectors Indonesia_etf_Open_average,VanEck Vectors Indonesia_etf_Open_max,VanEck Vectors Indonesia_etf_Open_min,VanEck Vectors Indonesia_etf_Open_volatility,VanEck Vectors Indonesia_etf_Open_change,VanEck Vectors Indonesia_etf_High_average,VanEck Vectors Indonesia_etf_High_max,VanEck Vectors Indonesia_etf_High_min,VanEck Vectors Indonesia_etf_High_volatility,VanEck Vectors Indonesia_etf_High_change,VanEck Vectors Indonesia_etf_Low_average,VanEck Vectors Indonesia_etf_Low_max,VanEck Vectors Indonesia_etf_Low_min,VanEck Vectors Indonesia_etf_Low_volatility,VanEck Vectors Indonesia_etf_Low_change,VanEck Vectors Indonesia_etf_Close_average,VanEck Vectors Indonesia_etf_Close_max,VanEck Vectors Indonesia_etf_Close_min,VanEck Vectors Indonesia_etf_Close_volatility,VanEck Vectors Indonesia_etf_Close_change
2016-01-03,18.04,18.04,18.04,0.0,0.0,18.11,18.11,18.11,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2016-01-10,17.77,17.77,17.77,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2016-01-17,18.3,18.3,18.3,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2016-01-24,18.84,18.84,18.84,0.0,0.0,19.16,19.16,19.16,0.0,0.0,18.8,18.8,18.8,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2016-01-31,19.53,19.53,19.53,0.0,0.0,19.69,19.69,19.69,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2016-02-07,19.86,19.86,19.86,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2016-02-14,19.56,19.56,19.56,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2016-02-21,19.79,19.79,19.79,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2016-02-28,20.95,20.95,20.95,0.0,0.0,21.21,21.21,21.21,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2016-03-06,20.97,20.97,20.97,0.0,0.0,21.19,21.19,21.19,0.0,0.0,20.97,20.97,20.97,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2016-03-13,21.35,21.35,21.35,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.23,21.23,21.23,0.0,0.0
