Date,CY_stock_Open_average,CY_stock_Open_max,CY_stock_Open_min,CY_stock_Open_volatility,CY_stock_Open_change,CY_stock_High_average,CY_stock_High_max,CY_stock_High_min,CY_stock_High_volatility,CY_stock_High_change,CY_stock_Low_average,CY_stock_Low_max,CY_stock_Low_min,CY_stock_Low_volatility,CY_stock_Low_change,CY_stock_Close_average,CY_stock_Close_max,CY_stock_Close_min,CY_stock_Close_volatility,CY_stock_Close_change,CY_stock_Volume_average,CY_stock_Volume_max,CY_stock_Volume_min,CY_stock_Volume_volatility,CY_stock_Volume_change
2016-01-03,9.166,9.64,8.72,0.9199999999999999,-0.8300000000000001,9.278,9.73,8.91,0.8200000000000003,-0.8200000000000003,8.85,9.43,8.35,1.08,-1.08,8.968,9.45,8.5,0.9499999999999993,-0.9499999999999993,9053301,12202349,7364842,4837507,4837507
2016-01-10,8.418,8.62,8.18,0.4399999999999995,-0.39000000000000057,8.538,8.76,8.23,0.5299999999999994,-0.41000000000000014,8.2,8.43,7.98,0.4499999999999993,-0.4499999999999993,8.338000000000001,8.48,8.06,0.41999999999999993,-0.41999999999999993,9112772,13976669,6838842,7137827,2245463
2016-01-17,8.0175,8.39,7.48,0.9100000000000001,0.33999999999999986,8.17,8.46,7.66,0.8000000000000007,0.3600000000000012,7.665,8.09,7.17,0.9199999999999999,0.6399999999999997,7.9325,8.3,7.57,0.7300000000000004,0.7300000000000004,12917218,15309110,8082222,7226888,-7226888
2016-01-24,8.024000000000001,8.24,7.53,0.71,-0.71,8.184,8.3,7.93,0.370000000000001,-0.370000000000001,7.78,8.04,7.37,0.669999999999999,-0.5499999999999989,7.942,8.18,7.55,0.6299999999999999,-0.20999999999999996,12859028,20858156,7736300,13121856,7675370
2016-01-31,7.6,7.89,7.33,0.5599999999999996,-0.41000000000000014,7.7459999999999996,8.1,7.49,0.6099999999999994,-0.6099999999999994,7.352,7.7,7.2,0.5,-0.5,7.504,8.01,7.23,0.7799999999999994,-0.7799999999999994,8031030,12255215,4902525,7352690,-7352690
2016-02-07,6.684,7.15,6.45,0.7000000000000002,-0.6800000000000006,6.824,7.19,6.48,0.71,-0.6100000000000003,6.51,6.66,6.3,0.3600000000000003,-0.23000000000000043,6.584,6.79,6.39,0.40000000000000036,-0.2400000000000002,8482032,10873835,5189656,5684179,-1367420
2016-02-14,7.1175,7.41,6.62,0.79,0.6899999999999995,7.4,7.53,7.11,0.41999999999999993,0.41999999999999993,7.07,7.32,6.61,0.71,0.6200000000000001,7.3125,7.42,7.09,0.33000000000000007,0.33000000000000007,6769764,8512395,4972127,3540268,-1705700
2016-02-21,7.725,7.9,7.53,0.3700000000000001,0.33000000000000007,7.858333333333333,7.97,7.75,0.21999999999999975,0.11000000000000032,7.64,7.85,7.49,0.35999999999999943,0.35999999999999943,7.783333333333333,7.86,7.63,0.23000000000000043,0.15999999999999925,5520620,7897799,3011428,4886371,-3440923
2016-02-28,8.16,8.44,7.89,0.5499999999999998,0.5499999999999998,8.354,8.74,8.11,0.6300000000000008,0.6300000000000008,8.096,8.34,7.85,0.4900000000000002,0.4900000000000002,8.28,8.58,7.98,0.5999999999999996,0.5999999999999996,5657579,8599815,4612079,3987736,3987736
2016-03-06,8.512,8.62,8.39,0.22999999999999865,-0.07000000000000028,8.618,8.72,8.49,0.23000000000000043,0.009999999999999787,8.338,8.49,8.2,0.2900000000000009,0.009999999999999787,8.492,8.71,8.26,0.45000000000000107,0.040000000000000924,4457700,5300548,3886855,1413693,-297671
2016-03-13,8.526,8.63,8.37,0.26000000000000156,-0.040000000000000924,8.676,8.86,8.56,0.29999999999999893,0.16000000000000014,8.45,8.59,8.27,0.3200000000000003,0.02999999999999936,8.61,8.82,8.43,0.39000000000000057,0.2400000000000002,4615060,7021981,3416288,3605693,3498325
2016-03-20,8.6975,8.84,8.4,0.4399999999999995,-0.40000000000000036,8.7775,8.92,8.5,0.41999999999999993,-0.41999999999999993,8.5375,8.75,8.24,0.5099999999999998,-0.47000000000000064,8.6625,8.91,8.46,0.4499999999999993,-0.41000000000000014,3733418,4137638,3285564,852074,-333661
2016-03-27,8.562,8.71,8.35,0.3600000000000012,0.019999999999999574,8.782,9.11,8.61,0.5,0.16999999999999993,8.48,8.68,8.25,0.4299999999999997,0.14000000000000057,8.658,8.76,8.51,0.25,0.25,4594028,6773600,2987652,3785948,1794748
2016-04-03,8.469999999999999,8.78,8.25,0.5299999999999994,-0.5199999999999996,8.534,8.91,8.3,0.6099999999999994,-0.5700000000000003,8.274,8.65,8.04,0.6100000000000012,-0.5,8.358,8.67,8.16,0.5099999999999998,-0.47000000000000064,4509285,8062443,2685435,5377008,-597797
2016-04-10,8.282,8.47,8.12,0.3500000000000014,0.10999999999999943,8.41,8.51,8.24,0.2699999999999996,0.019999999999999574,8.174,8.29,8.02,0.2699999999999996,0.11999999999999922,8.286,8.49,8.08,0.41000000000000014,0.15000000000000036,4139274,6231323,2699134,3532189,212479
2016-04-17,8.384,8.48,8.29,0.19000000000000128,0.16999999999999993,8.536,8.84,8.36,0.4800000000000004,0.4800000000000004,8.318,8.44,8.23,0.20999999999999908,0.20999999999999908,8.472,8.78,8.32,0.4599999999999991,0.4399999999999995,3675052,5212048,2926269,2285779,2130732
2016-04-24,8.872,9.14,8.63,0.5099999999999998,0.4399999999999995,9.11,9.6,8.87,0.7300000000000004,0.27000000000000135,8.718,9.03,8.48,0.5499999999999989,0.34999999999999964,8.906,9.05,8.52,0.5300000000000011,0.5099999999999998,7392615,13983714,4617107,9366607,3246265
2016-05-01,9.336,9.51,9.0,0.5099999999999998,0.3200000000000003,9.53,9.61,9.36,0.25,-0.25,9.23,9.38,8.96,0.41999999999999993,0.22999999999999865,9.432,9.59,9.32,0.2699999999999996,-0.2699999999999996,6672011,10320469,4012908,6307561,-6307561
2016-05-08,9.374,9.51,9.1,0.41000000000000014,-0.2400000000000002,9.494,9.63,9.24,0.39000000000000057,-0.25,9.256,9.46,9.05,0.41000000000000014,-0.28999999999999915,9.348,9.56,9.12,0.4400000000000013,-0.2900000000000009,3456834,3981278,2628427,1352851,-906356
2016-05-15,9.312,9.53,9.13,0.3999999999999986,0.3999999999999986,9.534,9.76,9.39,0.3699999999999992,0.33999999999999986,9.244,9.44,9.12,0.3200000000000003,0.3200000000000003,9.422,9.69,9.23,0.4599999999999991,0.3699999999999992,3148435,3638126,2745259,892867,833170
2016-05-22,9.992,10.17,9.73,0.4399999999999995,0.35999999999999943,10.142,10.28,9.99,0.28999999999999915,0.28999999999999915,9.924000000000001,10.06,9.73,0.33000000000000007,0.33000000000000007,10.08,10.26,9.87,0.39000000000000057,0.39000000000000057,3848075,4728878,3059729,1669149,-598911
2016-05-29,10.685,11.17,10.27,0.9000000000000004,0.9000000000000004,11.0075,11.22,10.67,0.5500000000000007,0.5199999999999996,10.5625,10.84,10.24,0.5999999999999996,0.5999999999999996,10.9425,11.18,10.63,0.5499999999999989,0.41999999999999993,8840562,11313398,5294809,6018589,-2199173
