Date,First Trust Enhanced Short Maturity_etf_Open_average,First Trust Enhanced Short Maturity_etf_Open_max,First Trust Enhanced Short Maturity_etf_Open_min,First Trust Enhanced Short Maturity_etf_Open_volatility,First Trust Enhanced Short Maturity_etf_Open_change,First Trust Enhanced Short Maturity_etf_High_average,First Trust Enhanced Short Maturity_etf_High_max,First Trust Enhanced Short Maturity_etf_High_min,First Trust Enhanced Short Maturity_etf_High_volatility,First Trust Enhanced Short Maturity_etf_High_change,First Trust Enhanced Short Maturity_etf_Low_average,First Trust Enhanced Short Maturity_etf_Low_max,First Trust Enhanced Short Maturity_etf_Low_min,First Trust Enhanced Short Maturity_etf_Low_volatility,First Trust Enhanced Short Maturity_etf_Low_change,First Trust Enhanced Short Maturity_etf_Close_average,First Trust Enhanced Short Maturity_etf_Close_max,First Trust Enhanced Short Maturity_etf_Close_min,First Trust Enhanced Short Maturity_etf_Close_volatility,First Trust Enhanced Short Maturity_etf_Close_change
2016-11-13,59.98,59.98,59.98,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2016-11-20,59.93,59.93,59.93,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2016-11-27,59.94,59.94,59.94,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2016-12-04,59.91,59.91,59.91,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2016-12-11,59.9,59.9,59.9,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2016-12-18,59.9,59.9,59.9,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2016-12-25,59.91,59.91,59.91,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2017-01-01,59.93,59.93,59.93,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2017-01-08,59.97,59.97,59.97,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2017-01-15,59.9,59.9,59.9,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.93,59.93,59.93,0.0,0.0
2017-01-22,59.9,59.9,59.9,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2017-01-29,59.92,59.92,59.92,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2017-02-05,59.99,59.99,59.99,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2017-02-12,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2017-02-19,59.96,59.96,59.96,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2017-02-26,59.97,59.97,59.97,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2017-03-05,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2017-03-12,60.0,60.0,60.0,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2017-03-19,59.95,59.95,59.95,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2017-03-26,59.96,59.96,59.96,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2017-04-02,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2017-04-09,60.0,60.0,60.0,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2017-04-16,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2017-04-23,59.96,59.96,59.96,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2017-04-30,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2017-05-07,60.0,60.0,60.0,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-05-14,60.01,60.01,60.01,0.0,0.0,60.05,60.05,60.05,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2017-05-21,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2017-05-28,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2017-06-04,59.99,59.99,59.99,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-06-11,60.02,60.02,60.02,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2017-06-18,59.98,59.98,59.98,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2017-06-25,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2017-07-02,60.03,60.03,60.03,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2017-07-09,60.03,60.03,60.03,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.02,60.02,60.02,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2017-07-16,59.98,59.98,59.98,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2017-07-23,59.99,59.99,59.99,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2017-07-30,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2017-08-06,60.04,60.04,60.04,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2017-08-13,60.03,60.03,60.03,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2017-08-20,59.98,59.98,59.98,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.97,59.97,59.97,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-08-27,60.02,60.02,60.02,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2017-09-03,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2017-09-10,60.01,60.01,60.01,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-09-17,59.98,59.98,59.98,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2017-09-24,60.01,60.01,60.01,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2017-10-01,60.0,60.0,60.0,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-10-08,60.04,60.04,60.04,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2017-10-15,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2017-10-22,60.01,60.01,60.01,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-10-29,60.02,60.02,60.02,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2017-11-05,60.06,60.06,60.06,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2017-11-12,60.06,60.06,60.06,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2017-11-19,60.01,60.01,60.01,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2017-11-26,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2017-12-03,60.03,60.03,60.03,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2017-12-10,60.03,60.03,60.03,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2017-12-17,59.98,59.98,59.98,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.96,59.96,59.96,0.0,0.0
2017-12-24,59.97,59.97,59.97,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2017-12-31,59.99,59.99,59.99,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.98,59.98,59.98,0.0,0.0,60.0,60.0,60.0,0.0,0.0
